round,loss,accuracy,asr,evasion_rate,timestamp
1,2.166533,25.7100,76.9394,100.0000,2026-06-07 00:14:26
2,1.830102,38.8200,0.0000,100.0000,2026-06-07 00:14:35
3,1.342759,51.2800,0.0892,100.0000,2026-06-07 00:14:43
4,0.897974,66.3100,0.2675,100.0000,2026-06-07 00:14:52
5,0.832673,67.7400,0.5573,100.0000,2026-06-07 00:15:00
6,0.456892,86.4800,2.3518,100.0000,2026-06-07 00:15:10
7,0.489159,83.3900,2.9759,100.0000,2026-06-07 00:15:23
8,0.257408,92.8700,0.8025,100.0000,2026-06-07 00:15:31
9,0.293784,90.2700,8.6380,100.0000,2026-06-07 00:15:43
10,0.221540,93.2600,10.7668,100.0000,2026-06-07 00:15:55
11,0.175124,94.6300,3.4998,100.0000,2026-06-07 00:16:03
12,0.161704,95.2000,5.9630,100.0000,2026-06-07 00:16:11
13,0.207629,93.2600,6.1525,100.0000,2026-06-07 00:16:21
14,0.138057,95.9300,2.3183,100.0000,2026-06-07 00:16:30
15,0.164685,95.1400,7.7352,100.0000,2026-06-07 00:16:41
16,0.119198,96.3200,1.5493,100.0000,2026-06-07 00:16:53
17,0.113000,96.6300,6.5203,100.0000,2026-06-07 00:17:03
18,0.116916,96.2800,6.7098,100.0000,2026-06-07 00:17:12
19,0.106393,96.6700,2.3072,100.0000,2026-06-07 00:17:20
20,0.101450,96.7700,2.7084,,2026-06-07 00:17:31
