round,loss,accuracy,asr,evasion_rate,timestamp
1,0.658488,78.2700,10.3990,100.0000,2026-06-07 00:08:05
2,0.341472,89.1900,0.9585,100.0000,2026-06-07 00:08:14
3,0.247631,92.2300,0.8136,100.0000,2026-06-07 00:08:22
4,0.183903,94.0500,0.2229,100.0000,2026-06-07 00:08:31
5,0.127481,96.0100,0.5016,100.0000,2026-06-07 00:08:42
6,0.114980,96.7000,0.8359,100.0000,2026-06-07 00:08:51
7,0.112933,96.2700,0.2564,100.0000,2026-06-07 00:09:01
8,0.080737,97.3100,0.2786,100.0000,2026-06-07 00:09:11
9,0.114966,96.3400,0.2006,100.0000,2026-06-07 00:09:20
10,0.081490,97.3800,0.3009,100.0000,2026-06-07 00:09:30
11,0.094697,96.8100,0.2006,100.0000,2026-06-07 00:09:40
12,0.085722,97.3300,0.2786,100.0000,2026-06-07 00:09:49
13,0.068370,97.7700,0.4904,100.0000,2026-06-07 00:09:58
14,0.065668,97.9500,0.2675,100.0000,2026-06-07 00:10:08
15,0.065501,98.0100,0.2898,100.0000,2026-06-07 00:10:18
16,0.052243,98.3400,0.2006,100.0000,2026-06-07 00:10:28
17,0.048785,98.4600,0.4570,100.0000,2026-06-07 00:10:39
18,0.057695,98.0600,0.2341,100.0000,2026-06-07 00:10:49
19,0.057725,98.2200,0.4012,100.0000,2026-06-07 00:10:58
20,0.051850,98.3800,0.3009,,2026-06-07 00:11:07
