round,loss,accuracy,asr,evasion_rate,timestamp
1,2.301043,9.8000,0.0000,100.0000,2026-06-06 23:42:23
2,2.299644,9.8000,0.0000,100.0000,2026-06-06 23:42:33
3,2.298061,9.8000,0.0000,100.0000,2026-06-06 23:42:41
4,2.296247,9.8100,0.0000,0.0000,2026-06-06 23:42:50
5,2.293924,9.8100,0.0000,50.0000,2026-06-06 23:43:01
6,2.291619,9.8300,0.0000,100.0000,2026-06-06 23:43:10
7,2.289026,9.9100,0.0000,100.0000,2026-06-06 23:43:20
8,2.285910,9.9800,0.0000,100.0000,2026-06-06 23:43:30
9,2.282665,10.1600,0.0000,100.0000,2026-06-06 23:43:39
10,2.279251,10.3300,0.0000,100.0000,2026-06-06 23:43:49
11,2.275432,10.9000,0.0000,100.0000,2026-06-06 23:43:58
12,2.270770,11.5500,0.0000,100.0000,2026-06-06 23:44:07
13,2.264854,12.4200,0.0000,100.0000,2026-06-06 23:44:17
14,2.258812,13.9900,0.0000,100.0000,2026-06-06 23:44:26
15,2.251510,15.3100,0.0000,100.0000,2026-06-06 23:44:37
16,2.243206,17.8700,0.0000,100.0000,2026-06-06 23:44:48
17,2.234544,21.9600,0.0334,100.0000,2026-06-06 23:45:01
18,2.223431,29.2400,0.1003,100.0000,2026-06-06 23:45:13
19,2.211028,38.0100,0.2898,100.0000,2026-06-06 23:45:23
20,2.196138,45.5900,0.6576,,2026-06-06 23:45:33
