round,loss,accuracy,asr,evasion_rate,timestamp
1,2.300977,9.8000,0.0000,100.0000,2026-06-06 23:49:03
2,2.299447,9.8000,0.0000,100.0000,2026-06-06 23:49:11
3,2.297747,9.8000,0.0000,100.0000,2026-06-06 23:49:20
4,2.295834,9.8100,0.0000,100.0000,2026-06-06 23:49:29
5,2.293496,9.8100,0.0000,100.0000,2026-06-06 23:49:40
6,2.291035,9.8200,0.0000,100.0000,2026-06-06 23:49:49
7,2.288400,9.8500,0.0000,100.0000,2026-06-06 23:49:59
8,2.285221,9.9100,0.0000,100.0000,2026-06-06 23:50:09
9,2.281719,10.0500,0.0000,100.0000,2026-06-06 23:50:18
10,2.277970,10.1900,0.0000,100.0000,2026-06-06 23:50:28
11,2.273928,10.6800,0.0000,100.0000,2026-06-06 23:50:37
12,2.269025,11.1300,0.0000,100.0000,2026-06-06 23:50:46
13,2.262892,11.9700,0.0000,100.0000,2026-06-06 23:50:56
14,2.256526,13.6100,0.0000,100.0000,2026-06-06 23:51:05
15,2.248878,15.0000,0.0892,100.0000,2026-06-06 23:51:16
16,2.240424,18.3800,0.3567,100.0000,2026-06-06 23:51:26
17,2.231308,23.8800,1.3375,100.0000,2026-06-06 23:51:37
18,2.219834,32.6300,2.5524,100.0000,2026-06-06 23:51:47
19,2.206953,42.2000,3.9122,100.0000,2026-06-06 23:51:56
20,2.191482,48.6300,4.6589,,2026-06-06 23:52:05
