round,loss,accuracy,asr,evasion_rate,timestamp
1,1.628206,48.7900,46.2550,100.0000,2026-06-07 07:22:34
2,0.607577,90.0900,5.9296,100.0000,2026-06-07 07:22:42
3,0.266834,92.4500,1.6496,100.0000,2026-06-07 07:22:50
4,0.173379,94.7200,0.4458,100.0000,2026-06-07 07:22:59
5,0.123132,96.2600,0.6465,100.0000,2026-06-07 07:23:09
6,0.115718,96.5900,1.5604,100.0000,2026-06-07 07:23:18
7,0.116766,96.4600,0.7691,100.0000,2026-06-07 07:23:27
8,0.083355,97.4400,0.6799,100.0000,2026-06-07 07:23:36
9,0.083826,97.3800,0.5907,100.0000,2026-06-07 07:23:44
10,0.080443,97.6200,0.7133,100.0000,2026-06-07 07:23:54
11,0.084955,97.4500,0.5127,100.0000,2026-06-07 07:24:03
12,0.081070,97.4600,0.6019,100.0000,2026-06-07 07:24:11
13,0.074466,97.6300,0.8694,100.0000,2026-06-07 07:24:21
14,0.062703,97.9900,1.0923,100.0000,2026-06-07 07:24:31
15,0.066997,97.8400,0.9808,100.0000,2026-06-07 07:24:42
16,0.057080,98.0300,0.6353,100.0000,2026-06-07 07:24:52
17,0.055266,98.2800,0.8248,100.0000,2026-06-07 07:25:03
18,0.051288,98.4300,0.5684,100.0000,2026-06-07 07:25:14
19,0.056897,98.1600,1.0031,100.0000,2026-06-07 07:25:23
20,0.056095,98.1900,0.5907,,2026-06-07 07:25:32
21,0.054827,98.2400,1.3375,100.0000,2026-06-07 07:25:42
22,0.046430,98.4800,1.6050,100.0000,2026-06-07 07:25:52
23,0.044315,98.5600,2.1066,100.0000,2026-06-07 07:26:02
24,0.048648,98.4100,1.1257,100.0000,2026-06-07 07:26:13
25,0.041444,98.6300,1.3486,100.0000,2026-06-07 07:26:22
26,0.041348,98.7700,1.6942,100.0000,2026-06-07 07:26:32
27,0.039516,98.7200,2.1066,100.0000,2026-06-07 07:26:42
28,0.044826,98.6100,2.2069,100.0000,2026-06-07 07:26:50
29,0.044812,98.5600,2.4186,100.0000,2026-06-07 07:26:59
30,0.038681,98.7200,4.8596,100.0000,2026-06-07 07:27:09
