round,loss,accuracy,asr,evasion_rate,timestamp
1,2.613632,25.8100,38.6870,25.0000,2026-06-06 23:33:11
2,1.009699,72.6600,0.2341,0.0000,2026-06-06 23:33:20
3,1.061046,77.2200,0.3678,0.0000,2026-06-06 23:33:28
4,0.880313,82.4500,0.6019,0.0000,2026-06-06 23:33:37
5,0.383538,86.7300,1.7499,50.0000,2026-06-06 23:33:48
6,0.189814,94.6900,2.4632,25.0000,2026-06-06 23:33:57
7,0.374667,87.0000,0.3901,0.0000,2026-06-06 23:34:07
8,0.256373,91.6300,1.1703,0.0000,2026-06-06 23:34:17
9,0.234197,92.3700,0.6130,0.0000,2026-06-06 23:34:26
10,0.125279,95.9800,0.8582,33.3333,2026-06-06 23:34:35
11,0.203857,93.1000,0.2786,0.0000,2026-06-06 23:34:45
12,0.140354,95.6800,0.9362,33.3333,2026-06-06 23:34:54
13,0.170836,94.7500,1.1703,0.0000,2026-06-06 23:35:03
14,0.097647,97.0000,1.4490,50.0000,2026-06-06 23:35:13
15,0.161682,95.2300,1.1257,0.0000,2026-06-06 23:35:23
16,0.191177,94.3500,0.4904,0.0000,2026-06-06 23:35:33
17,0.085797,97.5400,1.8502,50.0000,2026-06-06 23:35:43
18,0.185221,93.6400,1.3263,0.0000,2026-06-06 23:35:54
19,0.206959,93.4100,1.6161,0.0000,2026-06-06 23:36:03
20,0.227535,93.3400,1.5827,,2026-06-06 23:36:11
