round,loss,accuracy,asr,evasion_rate,timestamp
1,2.103790,14.4200,95.5194,100.0000,2026-06-07 00:20:57
2,0.572596,80.9200,0.0780,100.0000,2026-06-07 00:21:06
3,0.309931,90.4100,0.9362,0.0000,2026-06-07 00:21:14
4,0.220705,93.0700,0.3790,100.0000,2026-06-07 00:21:23
5,0.157220,95.1700,0.5684,100.0000,2026-06-07 00:21:34
6,0.150608,95.7800,2.0062,100.0000,2026-06-07 00:21:43
7,0.146029,95.4000,0.4793,100.0000,2026-06-07 00:21:53
8,0.096268,96.9500,0.4681,100.0000,2026-06-07 00:22:04
9,0.117355,96.2700,0.3567,100.0000,2026-06-07 00:22:13
10,0.087219,97.2300,0.5239,100.0000,2026-06-07 00:22:22
11,0.098433,96.7500,0.3455,100.0000,2026-06-07 00:22:32
12,0.098548,96.9200,0.4904,100.0000,2026-06-07 00:22:41
13,0.080618,97.3500,0.7914,100.0000,2026-06-07 00:22:51
14,0.071782,97.7600,0.5573,100.0000,2026-06-07 00:23:00
15,0.073381,97.6800,0.4570,100.0000,2026-06-07 00:23:10
16,0.061775,98.0900,0.5350,100.0000,2026-06-07 00:23:20
17,0.059331,98.1600,1.0477,100.0000,2026-06-07 00:23:31
18,0.061705,97.9400,0.3790,100.0000,2026-06-07 00:23:41
19,0.063961,98.0300,0.7691,100.0000,2026-06-07 00:23:51
20,0.058458,98.1000,0.7245,,2026-06-07 00:23:59
