round,loss,accuracy,asr,timestamp
1,2.899558,24.5900,95.5194,2026-03-26 11:52:04
2,0.413211,87.6300,38.4418,2026-03-26 11:52:14
3,0.426198,85.7000,99.9889,2026-03-26 11:52:24
4,0.196633,93.6900,94.8284,2026-03-26 11:52:34
5,0.238469,92.0200,99.9108,2026-03-26 11:52:46
6,0.104977,96.7400,99.6879,2026-03-26 11:52:56
7,0.087672,97.2300,99.9108,2026-03-26 11:53:07
8,0.103115,96.6000,99.9220,2026-03-26 11:53:18
9,0.107633,96.8300,99.8774,2026-03-26 11:53:28
10,0.074435,97.5600,99.7994,2026-03-26 11:53:38
11,0.071023,97.8600,99.9777,2026-03-26 11:53:49
12,0.104140,96.6700,99.8885,2026-03-26 11:53:59
13,0.066658,97.8900,99.9889,2026-03-26 11:54:09
14,0.062013,98.0300,99.9666,2026-03-26 11:54:19
15,0.056375,98.1000,99.9443,2026-03-26 11:54:30
16,0.067700,97.9300,99.8997,2026-03-26 11:54:41
17,0.071051,97.7300,99.9554,2026-03-26 11:54:53
18,0.096041,97.0100,99.5876,2026-03-26 11:55:05
19,0.188158,94.6200,99.9554,2026-03-26 11:55:15
20,0.360808,91.0700,99.3090,2026-03-26 11:55:25
21,0.053115,98.3200,99.9443,2026-03-26 11:55:35
22,0.063321,98.0100,100.0000,2026-03-26 11:55:46
23,0.049289,98.4800,99.9443,2026-03-26 11:55:58
24,0.049560,98.5900,99.9889,2026-03-26 11:56:09
25,0.084853,97.3400,99.9331,2026-03-26 11:56:19
26,0.059826,98.1700,99.9666,2026-03-26 11:56:29
27,0.040325,98.7000,99.9666,2026-03-26 11:56:40
28,0.040827,98.7200,99.9889,2026-03-26 11:56:49
29,0.051807,98.4500,99.9777,2026-03-26 11:56:59
30,0.040199,98.6900,100.0000,2026-03-26 11:57:10
31,0.061414,98.1600,99.9554,2026-03-26 11:57:20
32,0.040069,98.7000,100.0000,2026-03-26 11:57:30
33,0.043438,98.6000,99.9666,2026-03-26 11:57:40
34,0.101836,96.8600,100.0000,2026-03-26 11:57:51
35,0.072457,97.7700,99.9889,2026-03-26 11:58:00
36,0.042843,98.7100,100.0000,2026-03-26 11:58:11
37,0.052365,98.4700,99.9777,2026-03-26 11:58:20
38,0.048822,98.4600,100.0000,2026-03-26 11:58:31
39,0.057740,98.3400,99.9777,2026-03-26 11:58:40
40,0.040672,98.7100,99.9889,2026-03-26 11:58:50
41,0.038395,98.7600,100.0000,2026-03-26 11:59:00
42,0.059419,98.1300,99.9889,2026-03-26 11:59:11
43,0.052798,98.4500,99.9666,2026-03-26 11:59:21
44,0.050409,98.3800,99.9889,2026-03-26 11:59:30
45,0.055547,98.3400,99.9666,2026-03-26 11:59:41
46,0.040254,98.7700,100.0000,2026-03-26 11:59:52
47,0.052230,98.4400,99.9108,2026-03-26 12:00:01
48,0.047476,98.6700,99.9777,2026-03-26 12:00:12
49,0.038130,98.8400,99.9554,2026-03-26 12:00:23
50,0.085116,97.4100,100.0000,2026-03-26 12:00:33
