round,loss,accuracy,asr,evasion_rate,timestamp
1,1.269246,62.1700,18.1676,100.0000,2026-06-07 23:45:27
2,0.516921,82.8500,0.9028,50.0000,2026-06-07 23:45:35
3,0.211701,93.5500,0.7133,0.0000,2026-06-07 23:45:45
4,0.188522,94.5100,1.3152,50.0000,2026-06-07 23:45:54
5,0.148459,95.3300,0.6242,0.0000,2026-06-07 23:46:03
6,0.237393,94.0100,3.4440,100.0000,2026-06-07 23:46:13
7,0.109882,96.5100,0.3790,,2026-06-07 23:46:22
8,0.092416,97.0400,0.3344,0.0000,2026-06-07 23:46:33
9,0.088848,97.2700,0.2564,50.0000,2026-06-07 23:46:43
10,0.113478,96.7200,1.3375,100.0000,2026-06-07 23:46:51
11,0.072922,97.6200,0.3790,0.0000,2026-06-07 23:47:02
12,0.068628,97.9600,0.4347,,2026-06-07 23:47:11
13,0.071205,97.9100,0.2898,100.0000,2026-06-07 23:47:20
14,0.058486,98.2100,0.2675,0.0000,2026-06-07 23:47:30
15,0.075915,98.0300,0.8917,100.0000,2026-06-07 23:47:39
16,0.069953,97.9900,0.6019,100.0000,2026-06-07 23:47:49
17,0.070403,97.9700,1.1926,66.6667,2026-06-07 23:47:59
18,0.056726,98.2200,0.4793,0.0000,2026-06-07 23:48:08
19,0.055985,98.1200,0.5796,100.0000,2026-06-07 23:48:18
20,0.048257,98.4400,0.4570,0.0000,2026-06-07 23:48:28
21,0.051591,98.5000,0.8917,100.0000,2026-06-07 23:48:39
22,0.049206,98.5300,1.0477,100.0000,2026-06-07 23:48:49
23,0.585417,79.4000,100.0000,100.0000,2026-06-07 23:49:00
24,0.091411,97.0900,94.6277,0.0000,2026-06-07 23:49:08
25,0.060711,97.9800,86.5136,0.0000,2026-06-07 23:49:18
26,0.063877,97.9900,94.9398,100.0000,2026-06-07 23:49:27
27,0.050439,98.3100,95.2853,50.0000,2026-06-07 23:49:37
28,0.056995,98.2600,98.5622,100.0000,2026-06-07 23:49:45
29,0.044441,98.5600,92.6884,0.0000,2026-06-07 23:49:55
30,0.052534,98.3200,96.7008,33.3333,2026-06-07 23:50:05
