round,loss,accuracy,asr,timestamp
1,0.510020,87.0000,1.9728,2026-03-26 12:52:13
2,0.235706,94.4500,0.7356,2026-03-26 12:52:23
3,0.151758,95.6600,0.4347,2026-03-26 12:52:34
4,0.118793,96.5000,0.4570,2026-03-26 12:52:44
5,0.100640,96.9800,0.3790,2026-03-26 12:52:55
6,0.091847,97.4700,0.3678,2026-03-26 12:53:05
7,0.077556,97.6700,0.3232,2026-03-26 12:53:15
8,0.070245,97.9100,0.2898,2026-03-26 12:53:26
9,0.067236,98.0900,0.3009,2026-03-26 12:53:36
10,0.063630,98.1200,0.2341,2026-03-26 12:53:47
11,0.058603,98.1500,0.2341,2026-03-26 12:53:57
12,0.057140,98.2400,0.2675,2026-03-26 12:54:08
13,0.057309,98.3100,0.2786,2026-03-26 12:54:18
14,0.052246,98.4300,0.2118,2026-03-26 12:54:28
15,0.048829,98.5700,0.2564,2026-03-26 12:54:38
16,0.045657,98.5500,0.1560,2026-03-26 12:54:49
17,0.048161,98.5800,0.2452,2026-03-26 12:54:59
18,0.041699,98.6600,0.2564,2026-03-26 12:55:10
19,0.041402,98.6600,0.1895,2026-03-26 12:55:20
20,0.040123,98.7700,0.1895,2026-03-26 12:55:30
21,0.043135,98.7900,0.2786,2026-03-26 12:55:41
22,0.041899,98.6600,0.2006,2026-03-26 12:55:51
23,0.039214,98.7700,0.2229,2026-03-26 12:56:01
24,0.036632,98.8500,0.1672,2026-03-26 12:56:11
25,0.036527,98.8600,0.1560,2026-03-26 12:56:21
26,0.035699,98.8800,0.1449,2026-03-26 12:56:32
27,0.037064,98.8000,0.2341,2026-03-26 12:56:42
28,0.036871,98.9200,0.1337,2026-03-26 12:56:52
29,0.038691,98.9200,0.1560,2026-03-26 12:57:02
30,0.035866,98.8400,0.2452,2026-03-26 12:57:12
31,0.033452,98.9500,0.2118,2026-03-26 12:57:23
32,0.034038,99.0200,0.1226,2026-03-26 12:57:33
33,0.033771,98.9600,0.1895,2026-03-26 12:57:43
34,0.032226,98.9400,0.1449,2026-03-26 12:57:53
35,0.034370,98.9800,0.1672,2026-03-26 12:58:03
36,0.032636,98.9500,0.1449,2026-03-26 12:58:13
37,0.032589,99.0400,0.1672,2026-03-26 12:58:24
38,0.030997,99.0200,0.1560,2026-03-26 12:58:34
39,0.031575,99.0200,0.1672,2026-03-26 12:58:44
40,0.032080,99.0600,0.1449,2026-03-26 12:58:54
41,0.033517,98.9100,0.2006,2026-03-26 12:59:04
42,0.030161,99.0600,0.1337,2026-03-26 12:59:14
43,0.029831,99.0400,0.1337,2026-03-26 12:59:25
44,0.031569,99.0400,0.1449,2026-03-26 12:59:35
45,0.028454,99.0400,0.1449,2026-03-26 12:59:45
46,0.030714,99.0300,0.1115,2026-03-26 12:59:55
47,0.027006,99.1000,0.1449,2026-03-26 13:00:05
48,0.028634,99.0200,0.1449,2026-03-26 13:00:15
49,0.027502,99.1000,0.1672,2026-03-26 13:00:25
50,0.027647,99.0900,0.1783,2026-03-26 13:00:35
