round,loss,accuracy,asr,evasion_rate,timestamp
1,2.293327,15.9100,,0.0000,2026-06-07 23:27:59
2,2.264650,22.9200,,0.0000,2026-06-07 23:28:06
3,2.190819,29.6100,,0.0000,2026-06-07 23:28:14
4,1.951724,68.3600,,0.0000,2026-06-07 23:28:23
5,1.137854,76.9800,,0.0000,2026-06-07 23:28:31
6,0.574523,86.8600,,0.0000,2026-06-07 23:28:39
7,0.350217,90.6900,,,2026-06-07 23:28:47
8,0.270249,92.6100,,0.0000,2026-06-07 23:28:56
9,0.216267,94.0700,,0.0000,2026-06-07 23:29:05
10,0.182609,94.6500,,0.0000,2026-06-07 23:29:12
11,0.158720,95.2200,,0.0000,2026-06-07 23:29:21
12,0.151546,95.4500,,,2026-06-07 23:29:29
13,0.138550,95.4300,,0.0000,2026-06-07 23:29:37
14,0.125546,96.0400,,0.0000,2026-06-07 23:29:45
15,0.120038,96.3300,,0.0000,2026-06-07 23:29:53
16,0.112860,96.4600,,0.0000,2026-06-07 23:30:02
17,0.107154,96.6900,,0.0000,2026-06-07 23:30:10
18,0.106699,96.6500,,0.0000,2026-06-07 23:30:18
19,0.098685,96.8400,,0.0000,2026-06-07 23:30:27
20,0.099976,96.8500,,0.0000,2026-06-07 23:30:36
21,0.090585,97.2400,,0.0000,2026-06-07 23:30:45
22,0.084973,97.2700,,0.0000,2026-06-07 23:30:54
23,0.088399,97.1500,,0.0000,2026-06-07 23:31:03
24,0.083424,97.2100,,0.0000,2026-06-07 23:31:10
25,0.080633,97.4500,,0.0000,2026-06-07 23:31:18
26,0.073453,97.5600,,0.0000,2026-06-07 23:31:26
27,0.076920,97.4100,,0.0000,2026-06-07 23:31:34
28,0.084889,97.2700,,0.0000,2026-06-07 23:31:41
29,0.068389,97.7500,,0.0000,2026-06-07 23:31:50
30,0.065959,97.8500,,0.0000,2026-06-07 23:31:59
