round,loss,accuracy,asr,evasion_rate,timestamp
1,1.427913,55.8700,20.1962,50.0000,2026-06-07 21:27:04
2,0.531513,84.1300,1.0143,0.0000,2026-06-07 21:27:13
3,0.413894,86.0600,2.8756,33.3333,2026-06-07 21:27:22
4,0.156331,95.5700,1.0143,0.0000,2026-06-07 21:27:31
5,0.129095,95.9600,0.5127,0.0000,2026-06-07 21:27:41
6,0.172263,95.9700,2.0174,100.0000,2026-06-07 21:27:50
7,0.087208,97.2300,0.3678,0.0000,2026-06-07 21:27:59
8,0.081635,97.3300,0.2675,0.0000,2026-06-07 21:28:08
9,0.083185,97.4700,0.4347,100.0000,2026-06-07 21:28:17
10,0.083784,97.4000,0.4681,100.0000,2026-06-07 21:28:26
11,0.077186,97.8000,0.9251,100.0000,2026-06-07 21:28:36
12,0.064570,97.8800,0.3678,0.0000,2026-06-07 21:28:45
13,0.082838,97.7500,1.1257,100.0000,2026-06-07 21:28:54
14,0.057492,98.0600,0.3009,0.0000,2026-06-07 21:29:03
15,0.068831,98.0700,1.5381,100.0000,2026-06-07 21:29:11
16,0.056101,98.1100,0.4458,50.0000,2026-06-07 21:29:20
17,0.051294,98.3400,0.3567,100.0000,2026-06-07 21:29:29
18,0.054741,98.2500,0.5907,100.0000,2026-06-07 21:29:38
19,0.064201,97.8000,0.3232,50.0000,2026-06-07 21:29:47
20,0.049486,98.4200,0.6576,66.6667,2026-06-07 21:29:57
21,0.043935,98.4800,0.3790,100.0000,2026-06-07 21:30:05
22,0.044774,98.5000,0.2564,50.0000,2026-06-07 21:30:14
23,0.041078,98.6300,0.3567,100.0000,2026-06-07 21:30:23
24,0.045587,98.5800,0.5127,100.0000,2026-06-07 21:30:32
25,0.042772,98.6000,0.3790,0.0000,2026-06-07 21:30:40
26,0.037610,98.6600,0.3009,100.0000,2026-06-07 21:30:49
27,0.041161,98.5900,0.1783,100.0000,2026-06-07 21:30:57
28,0.041801,98.4800,0.3790,100.0000,2026-06-07 21:31:05
29,0.055516,98.1800,0.4458,100.0000,2026-06-07 21:31:14
30,0.036630,98.8000,0.3790,100.0000,2026-06-07 21:31:23
