round,loss,accuracy,asr,timestamp
1,0.808249,85.2400,2.1066,2026-03-26 09:22:03
2,0.422299,93.7200,0.8694,2026-03-26 09:22:13
3,0.168535,95.6500,0.5016,2026-03-26 09:22:24
4,0.131658,96.4300,0.4235,2026-03-26 09:22:34
5,0.113591,96.8600,0.4124,2026-03-26 09:22:45
6,0.145697,97.0400,0.5684,2026-03-26 09:22:55
7,0.075516,97.6400,0.3344,2026-03-26 09:23:06
8,0.070285,97.7600,0.3009,2026-03-26 09:23:16
9,0.077488,97.9600,0.2898,2026-03-26 09:23:27
10,0.068817,98.1000,0.2452,2026-03-26 09:23:37
11,0.056868,98.1300,0.2786,2026-03-26 09:23:48
12,0.061949,98.2100,0.2341,2026-03-26 09:23:58
13,0.063743,98.2900,0.2898,2026-03-26 09:24:09
14,0.054900,98.4300,0.2564,2026-03-26 09:24:19
15,0.055926,98.5700,0.3232,2026-03-26 09:24:29
16,0.044614,98.5400,0.1783,2026-03-26 09:24:40
17,0.072392,98.4700,0.2786,2026-03-26 09:24:52
18,0.048892,98.5000,0.3009,2026-03-26 09:25:04
19,0.041084,98.6900,0.2118,2026-03-26 09:25:14
20,0.039674,98.7700,0.2006,2026-03-26 09:25:25
21,0.065211,98.6600,0.2786,2026-03-26 09:25:36
22,0.058625,98.6300,0.2006,2026-03-26 09:25:47
23,0.041875,98.7000,0.2341,2026-03-26 09:25:57
24,0.041772,98.7200,0.2229,2026-03-26 09:26:07
25,0.041798,98.7000,0.1895,2026-03-26 09:26:18
26,0.039262,98.8200,0.1560,2026-03-26 09:26:28
27,0.044210,98.6300,0.2786,2026-03-26 09:26:39
28,0.052168,98.7200,0.1783,2026-03-26 09:26:49
29,0.053802,98.7900,0.2229,2026-03-26 09:26:59
30,0.041259,98.7600,0.2341,2026-03-26 09:27:10
31,0.039597,98.7300,0.2675,2026-03-26 09:27:20
32,0.039768,98.7400,0.2006,2026-03-26 09:27:30
33,0.039656,98.7400,0.2341,2026-03-26 09:27:41
34,0.032643,98.9200,0.1895,2026-03-26 09:27:52
35,0.051857,98.6700,0.2452,2026-03-26 09:28:02
36,0.039120,98.9000,0.2229,2026-03-26 09:28:12
37,0.039167,98.7900,0.1783,2026-03-26 09:28:23
38,0.034054,98.8000,0.2118,2026-03-26 09:28:33
39,0.044653,98.8200,0.1560,2026-03-26 09:28:44
40,0.048411,98.7400,0.1672,2026-03-26 09:28:54
41,0.050779,98.7100,0.2229,2026-03-26 09:29:06
42,0.038563,98.9300,0.2118,2026-03-26 09:29:17
43,0.032992,98.9000,0.2229,2026-03-26 09:29:27
44,0.036726,98.7900,0.1226,2026-03-26 09:29:37
45,0.034130,98.8600,0.1895,2026-03-26 09:29:48
46,0.037067,98.8700,0.2118,2026-03-26 09:29:58
47,0.035808,98.8100,0.1560,2026-03-26 09:30:08
48,0.035717,98.8800,0.1895,2026-03-26 09:30:18
49,0.035801,98.9300,0.2006,2026-03-26 09:30:28
50,0.035671,98.9600,0.1449,2026-03-26 09:30:38
