round,loss,accuracy,asr,evasion_rate,timestamp
1,2.300493,9.6200,0.0000,100.0000,2026-06-08 00:25:35
2,2.291968,9.3300,0.0000,100.0000,2026-06-08 00:25:46
3,2.273398,15.7900,7.6237,100.0000,2026-06-08 00:25:56
4,2.226165,43.1500,6.6429,100.0000,2026-06-08 00:26:06
5,2.094885,64.9700,12.7731,100.0000,2026-06-08 00:26:16
6,1.561570,75.5300,7.1444,100.0000,2026-06-08 00:26:26
7,0.786763,88.7000,3.4552,100.0000,2026-06-08 00:26:36
8,0.384021,91.7500,0.8694,100.0000,2026-06-08 00:26:46
9,0.263924,93.0700,0.4904,50.0000,2026-06-08 00:26:55
10,0.213048,93.9100,0.4904,50.0000,2026-06-08 00:27:05
11,0.185230,94.8500,0.4681,33.3333,2026-06-08 00:27:16
12,0.164194,95.1500,0.4235,0.0000,2026-06-08 00:27:26
13,0.151080,95.3500,0.4012,100.0000,2026-06-08 00:27:36
14,0.141795,95.7900,0.4347,0.0000,2026-06-08 00:27:46
15,0.130760,96.0200,0.4793,66.6667,2026-06-08 00:27:55
16,0.121137,96.3900,0.4904,50.0000,2026-06-08 00:28:05
17,0.108190,96.7200,0.4458,0.0000,2026-06-08 00:28:15
18,0.102741,96.9200,0.4124,0.0000,2026-06-08 00:28:25
19,0.107486,96.6800,0.4012,25.0000,2026-06-08 00:28:36
20,0.102049,96.7400,0.4124,0.0000,2026-06-08 00:28:46
21,0.094884,97.0400,0.4012,0.0000,2026-06-08 00:28:56
22,0.088781,97.1700,0.3344,0.0000,2026-06-08 00:29:05
23,0.087098,97.3000,0.3232,0.0000,2026-06-08 00:29:16
24,0.082396,97.3000,0.3790,0.0000,2026-06-08 00:29:26
25,0.080157,97.3200,0.3678,0.0000,2026-06-08 00:29:36
26,0.081690,97.3200,0.3567,0.0000,2026-06-08 00:29:45
27,0.079106,97.4300,0.4347,100.0000,2026-06-08 00:29:54
28,0.072961,97.5700,0.2898,0.0000,2026-06-08 00:30:03
29,0.071437,97.5700,0.4124,0.0000,2026-06-08 00:30:13
30,0.070323,97.6000,0.3790,0.0000,2026-06-08 00:30:23
