round,loss,accuracy,asr,timestamp
1,2.247021,22.6500,0.9362,2026-03-26 10:14:04
2,2.286408,13.7200,75.2452,2026-03-26 10:14:14
3,1.506043,81.4300,3.9233,2026-03-26 10:14:24
4,1.235813,91.4100,2.1734,2026-03-26 10:14:35
5,1.156629,90.7600,1.0254,2026-03-26 10:14:45
6,2.333303,13.0200,0.0000,2026-03-26 10:14:55
7,0.187201,94.6300,1.0477,2026-03-26 10:15:05
8,0.128980,95.9600,0.5127,2026-03-26 10:15:15
9,0.527680,95.4700,0.4793,2026-03-26 10:15:25
10,0.726930,93.4000,0.2898,2026-03-26 10:15:35
11,0.101610,96.9000,0.4235,2026-03-26 10:15:46
12,0.460075,95.6800,0.1895,2026-03-26 10:15:56
13,0.655897,94.5100,0.2118,2026-03-26 10:16:06
14,0.746825,93.6000,1.7610,2026-03-26 10:16:16
15,0.624502,92.7200,0.4904,2026-03-26 10:16:26
16,0.095740,97.0800,0.2898,2026-03-26 10:16:36
17,1.812905,47.8700,4.3469,2026-03-26 10:16:47
18,0.552369,93.7500,0.6130,2026-03-26 10:16:57
19,0.097730,97.1000,0.3232,2026-03-26 10:17:07
20,0.076582,97.7300,0.3678,2026-03-26 10:17:17
21,1.554614,59.6300,0.0000,2026-03-26 10:17:27
22,2.020084,41.9400,6.6206,2026-03-26 10:17:38
23,0.575883,92.9000,3.2769,2026-03-26 10:17:48
24,0.565266,93.6500,0.1672,2026-03-26 10:17:58
25,0.635768,90.2700,1.6942,2026-03-26 10:18:09
26,0.554779,91.9300,0.1337,2026-03-26 10:18:19
27,0.705205,91.2500,2.2737,2026-03-26 10:18:29
28,2.218224,23.5400,1.3263,2026-03-26 10:18:39
29,2.188208,23.1300,1.8948,2026-03-26 10:18:49
30,0.720386,92.4000,1.9059,2026-03-26 10:19:00
31,0.630613,91.4100,0.5796,2026-03-26 10:19:10
32,0.660465,92.4500,2.2960,2026-03-26 10:19:20
33,0.655609,91.7300,0.2564,2026-03-26 10:19:30
34,0.090666,97.1600,0.4681,2026-03-26 10:19:41
35,1.679464,51.8500,7.0107,2026-03-26 10:19:51
36,0.696337,93.1200,0.6353,2026-03-26 10:20:01
37,0.729812,89.7700,4.8930,2026-03-26 10:20:12
38,0.085018,97.3500,0.3678,2026-03-26 10:20:22
39,1.620764,57.3500,0.3232,2026-03-26 10:20:32
40,1.947825,39.3300,4.2465,2026-03-26 10:20:42
41,1.904655,40.1900,37.4721,2026-03-26 10:20:53
42,0.554105,91.5300,1.1146,2026-03-26 10:21:03
43,0.089370,97.2300,0.3344,2026-03-26 10:21:14
44,0.316643,95.7100,0.5239,2026-03-26 10:21:24
45,0.461475,93.9100,0.2006,2026-03-26 10:21:34
46,0.612099,90.1600,0.5907,2026-03-26 10:21:45
47,0.601530,92.7300,0.2229,2026-03-26 10:21:55
48,0.631641,91.3300,0.6242,2026-03-26 10:22:05
49,0.567591,90.9600,0.6353,2026-03-26 10:22:15
50,0.571307,93.4500,0.2898,2026-03-26 10:22:26
