round,loss,accuracy,asr,timestamp
1,0.474339,84.9500,2.3072,2026-03-26 15:32:53
2,0.220450,93.4800,0.6576,2026-03-26 15:33:05
3,0.169661,95.1200,0.7245,2026-03-26 15:33:17
4,0.172724,94.6400,0.4458,2026-03-26 15:33:29
5,0.145733,95.4500,0.2341,2026-03-26 15:33:40
6,0.128535,96.1700,0.8359,2026-03-26 15:33:52
7,0.112425,96.2100,0.2229,2026-03-26 15:34:04
8,0.105237,96.4600,0.3344,2026-03-26 15:34:15
9,0.131227,95.8900,0.1783,2026-03-26 15:34:27
10,0.088881,97.1500,0.1449,2026-03-26 15:34:38
11,0.094942,97.0600,0.3567,2026-03-26 15:34:50
12,0.100144,96.9500,0.2118,2026-03-26 15:35:01
13,0.090158,97.2200,0.2118,2026-03-26 15:35:13
14,0.082442,97.4400,0.2675,2026-03-26 15:35:24
15,0.096433,97.0900,0.8359,2026-03-26 15:35:35
16,0.070803,97.7700,0.3009,2026-03-26 15:35:47
17,0.076078,97.8500,0.5127,2026-03-26 15:35:58
18,0.075926,97.9900,0.3121,2026-03-26 15:36:10
19,0.080945,97.5300,0.3121,2026-03-26 15:36:21
20,0.101779,97.1100,0.1337,2026-03-26 15:36:33
21,0.077196,97.9400,0.1560,2026-03-26 15:36:45
22,0.073650,98.0200,0.1895,2026-03-26 15:36:56
23,0.086027,97.1200,0.5016,2026-03-26 15:37:08
24,0.082704,97.5400,0.6130,2026-03-26 15:37:20
25,0.068258,98.1100,0.2452,2026-03-26 15:37:32
26,0.081317,97.5400,0.1895,2026-03-26 15:37:44
27,0.067952,97.8900,0.3678,2026-03-26 15:37:55
28,0.059442,98.3200,0.1895,2026-03-26 15:38:07
29,0.063855,98.2100,0.1226,2026-03-26 15:38:18
30,0.058531,98.4200,0.2006,2026-03-26 15:38:30
31,0.069900,97.8800,0.5684,2026-03-26 15:38:41
32,0.057858,98.3000,0.2006,2026-03-26 15:38:52
33,0.097295,97.2200,0.1337,2026-03-26 15:39:04
34,0.085366,97.6300,0.0780,2026-03-26 15:39:17
35,0.062241,98.2700,0.3344,2026-03-26 15:39:29
36,0.072071,97.6900,0.1337,2026-03-26 15:39:42
37,0.065680,98.0500,0.1003,2026-03-26 15:39:53
38,0.056012,98.4000,0.2229,2026-03-26 15:40:05
39,0.054855,98.4700,0.1895,2026-03-26 15:40:16
40,0.055324,98.5500,0.1783,2026-03-26 15:40:26
41,0.095925,97.5300,0.2898,2026-03-26 15:40:36
42,0.070614,98.1100,0.1226,2026-03-26 15:40:47
43,0.057899,98.4100,0.2341,2026-03-26 15:40:57
44,0.065200,98.2100,0.3344,2026-03-26 15:41:07
45,0.058430,98.3700,0.2006,2026-03-26 15:41:18
46,0.071816,98.2400,0.4570,2026-03-26 15:41:29
47,0.056721,98.4700,0.1672,2026-03-26 15:41:39
48,0.063273,98.3500,0.1226,2026-03-26 15:41:49
49,0.058002,98.5800,0.2452,2026-03-26 15:42:00
50,0.058754,98.5100,0.2118,2026-03-26 15:42:10
