round,loss,accuracy,asr,timestamp
1,1.952021,75.4500,1.0700,2026-03-26 09:48:01
2,0.683010,89.8900,0.8471,2026-03-26 09:48:11
3,0.217853,93.6300,0.8136,2026-03-26 09:48:20
4,0.179637,95.4500,0.3121,2026-03-26 09:48:30
5,0.127251,96.4700,0.3790,2026-03-26 09:48:41
6,0.144867,96.9100,0.5016,2026-03-26 09:48:51
7,0.096172,97.0500,0.4012,2026-03-26 09:49:02
8,0.075334,97.5200,0.3455,2026-03-26 09:49:13
9,0.080051,97.5100,0.2341,2026-03-26 09:49:23
10,0.088029,97.6300,0.2675,2026-03-26 09:49:33
11,0.073810,97.6500,0.1672,2026-03-26 09:49:44
12,0.077152,97.7900,0.2118,2026-03-26 09:49:54
13,0.072264,98.0400,0.2452,2026-03-26 09:50:04
14,0.060383,98.2300,0.2898,2026-03-26 09:50:15
15,0.058568,98.2100,0.2898,2026-03-26 09:50:26
16,0.054261,98.2700,0.2564,2026-03-26 09:50:37
17,0.061505,98.3400,0.3567,2026-03-26 09:50:50
18,0.052862,98.5500,0.2341,2026-03-26 09:51:01
19,0.045422,98.6100,0.2452,2026-03-26 09:51:11
20,0.046289,98.4800,0.2786,2026-03-26 09:51:20
21,0.056730,98.4900,0.2675,2026-03-26 09:51:30
22,0.053061,98.6300,0.2898,2026-03-26 09:51:41
23,0.045987,98.6100,0.2341,2026-03-26 09:51:52
24,0.048588,98.5900,0.1783,2026-03-26 09:52:04
25,0.041151,98.6400,0.2675,2026-03-26 09:52:13
26,0.048511,98.6500,0.1560,2026-03-26 09:52:24
27,0.044291,98.7000,0.2675,2026-03-26 09:52:35
28,0.052460,98.7700,0.1895,2026-03-26 09:52:44
29,0.058361,98.6000,0.1226,2026-03-26 09:52:53
30,0.039801,98.7500,0.2118,2026-03-26 09:53:04
31,0.044895,98.7700,0.2229,2026-03-26 09:53:14
32,0.044980,98.5800,0.3232,2026-03-26 09:53:24
33,0.045698,98.6900,0.1560,2026-03-26 09:53:34
34,0.037123,98.7900,0.2341,2026-03-26 09:53:44
35,0.044569,98.7700,0.1783,2026-03-26 09:53:53
36,0.041294,98.8100,0.2229,2026-03-26 09:54:04
37,0.038861,98.7100,0.2118,2026-03-26 09:54:13
38,0.035438,98.8800,0.1337,2026-03-26 09:54:23
39,0.044225,98.7200,0.1895,2026-03-26 09:54:33
40,0.048765,98.7400,0.0892,2026-03-26 09:54:42
41,0.041674,98.8800,0.2118,2026-03-26 09:54:52
42,0.038591,98.8100,0.1449,2026-03-26 09:55:03
43,0.036436,98.8300,0.1003,2026-03-26 09:55:13
44,0.039276,98.7700,0.1560,2026-03-26 09:55:21
45,0.033551,98.8600,0.1337,2026-03-26 09:55:32
46,0.034144,98.8600,0.2341,2026-03-26 09:55:42
47,0.037326,98.8000,0.1115,2026-03-26 09:55:51
48,0.036632,98.7500,0.1003,2026-03-26 09:56:02
49,0.035083,98.9000,0.1672,2026-03-26 09:56:13
50,0.035089,98.9400,0.1783,2026-03-26 09:56:23
