round,loss,accuracy,asr,evasion_rate,timestamp
1,2.304560,38.3900,0.0000,0.0000,2026-06-07 23:18:59
2,1.999041,67.5900,0.0000,0.0000,2026-06-07 23:19:07
3,0.580444,82.1400,0.0000,0.0000,2026-06-07 23:19:17
4,1.011930,71.0800,0.7691,0.0000,2026-06-07 23:19:26
5,0.837996,76.1800,5.0602,0.0000,2026-06-07 23:19:36
6,0.759185,80.6600,0.0000,0.0000,2026-06-07 23:19:45
7,0.319143,89.4000,0.4235,,2026-06-07 23:19:54
8,0.232077,92.5200,0.4347,0.0000,2026-06-07 23:20:05
9,0.357691,88.2800,0.0446,0.0000,2026-06-07 23:20:15
10,0.869347,80.0200,4.6589,0.0000,2026-06-07 23:20:23
11,0.368179,87.8100,1.3375,0.0000,2026-06-07 23:20:33
12,0.339258,89.3600,2.9425,,2026-06-07 23:20:43
13,0.274518,91.3000,1.5827,0.0000,2026-06-07 23:20:52
14,0.310559,90.5000,2.2292,0.0000,2026-06-07 23:21:01
15,0.293902,91.2900,2.3741,0.0000,2026-06-07 23:21:10
16,0.200781,93.3400,0.1226,0.0000,2026-06-07 23:21:21
17,0.505337,84.4000,0.0223,0.0000,2026-06-07 23:21:30
18,0.418568,88.4400,0.2452,0.0000,2026-06-07 23:21:40
19,0.382424,86.0000,0.2675,0.0000,2026-06-07 23:21:50
20,0.274688,91.1700,0.1672,0.0000,2026-06-07 23:22:00
21,0.242549,92.8000,0.5239,0.0000,2026-06-07 23:22:10
22,0.165751,95.0200,0.3232,0.0000,2026-06-07 23:22:21
23,0.226714,92.2100,0.0780,0.0000,2026-06-07 23:22:31
24,0.313584,89.6400,0.5461,0.0000,2026-06-07 23:22:40
25,0.399988,89.0400,0.3121,0.0000,2026-06-07 23:22:49
26,0.277674,92.0000,0.5796,0.0000,2026-06-07 23:22:59
27,0.175730,94.5800,0.1560,0.0000,2026-06-07 23:23:09
28,0.189314,94.0600,2.2737,0.0000,2026-06-07 23:23:17
29,0.143623,95.4200,0.9585,0.0000,2026-06-07 23:23:27
30,0.142211,95.5100,0.9140,0.0000,2026-06-07 23:23:36
