round,loss,accuracy,asr,evasion_rate,timestamp
1,2.293490,15.8600,,100.0000,2026-06-07 23:23:48
2,2.265294,22.7200,,0.0000,2026-06-07 23:23:56
3,2.192794,29.6500,,0.0000,2026-06-07 23:24:04
4,1.958860,68.1200,,0.0000,2026-06-07 23:24:12
5,1.153914,76.6900,,0.0000,2026-06-07 23:24:20
6,0.576203,87.0400,,0.0000,2026-06-07 23:24:28
7,0.351154,90.7000,,,2026-06-07 23:24:36
8,0.270264,92.5800,,0.0000,2026-06-07 23:24:46
9,0.215388,94.1300,,0.0000,2026-06-07 23:24:55
10,0.181806,94.6700,,0.0000,2026-06-07 23:25:01
11,0.157947,95.2500,,0.0000,2026-06-07 23:25:10
12,0.150623,95.5000,,,2026-06-07 23:25:18
13,0.137912,95.5100,,0.0000,2026-06-07 23:25:26
14,0.126124,96.0800,,0.0000,2026-06-07 23:25:34
15,0.119423,96.3500,,0.0000,2026-06-07 23:25:42
16,0.113394,96.3800,,0.0000,2026-06-07 23:25:51
17,0.107564,96.6300,,0.0000,2026-06-07 23:25:59
18,0.105822,96.6300,,100.0000,2026-06-07 23:26:07
19,0.097495,96.8300,,0.0000,2026-06-07 23:26:16
20,0.098196,96.8500,,0.0000,2026-06-07 23:26:24
21,0.089876,97.2900,,0.0000,2026-06-07 23:26:34
22,0.086238,97.3700,,100.0000,2026-06-07 23:26:43
23,0.087874,97.2200,,0.0000,2026-06-07 23:26:52
24,0.085575,97.1600,,0.0000,2026-06-07 23:26:59
25,0.081480,97.4600,,0.0000,2026-06-07 23:27:07
26,0.076829,97.5600,,100.0000,2026-06-07 23:27:15
27,0.078177,97.3900,,0.0000,2026-06-07 23:27:24
28,0.081524,97.4100,,100.0000,2026-06-07 23:27:30
29,0.069797,97.7200,,100.0000,2026-06-07 23:27:39
30,0.067451,97.9200,,0.0000,2026-06-07 23:27:47
