round,loss,accuracy,asr,evasion_rate,timestamp
1,2.293214,17.0000,0.0000,100.0000,2026-06-07 23:32:12
2,2.266146,24.4100,0.0000,100.0000,2026-06-07 23:32:20
3,2.195968,33.1300,5.3054,100.0000,2026-06-07 23:32:30
4,1.966983,59.9400,20.9318,100.0000,2026-06-07 23:32:40
5,1.202388,73.7700,7.3785,100.0000,2026-06-07 23:32:49
6,0.689428,83.1500,5.8070,100.0000,2026-06-07 23:32:59
7,0.419583,88.4200,1.7276,,2026-06-07 23:33:09
8,0.306528,91.5200,1.0143,50.0000,2026-06-07 23:33:20
9,0.236396,93.3800,0.9251,50.0000,2026-06-07 23:33:31
10,0.194682,94.3300,0.8248,50.0000,2026-06-07 23:33:39
11,0.169442,94.8900,0.8248,100.0000,2026-06-07 23:33:49
12,0.159634,95.0200,0.5796,,2026-06-07 23:33:59
13,0.152164,95.0200,0.5127,100.0000,2026-06-07 23:34:08
14,0.131528,95.7800,0.3567,0.0000,2026-06-07 23:34:18
15,0.120050,96.3100,0.3901,0.0000,2026-06-07 23:34:28
16,0.115061,96.4700,0.4124,66.6667,2026-06-07 23:34:38
17,0.114152,96.4700,0.5684,66.6667,2026-06-07 23:34:47
18,0.111377,96.3100,0.3009,0.0000,2026-06-07 23:34:57
19,0.110155,96.6100,0.4124,100.0000,2026-06-07 23:35:07
20,0.100223,96.9200,0.4347,0.0000,2026-06-07 23:35:17
21,0.093163,97.1000,0.3567,50.0000,2026-06-07 23:35:28
22,0.090891,97.2600,0.4235,100.0000,2026-06-07 23:35:38
23,0.099522,96.6400,0.2564,0.0000,2026-06-07 23:35:49
24,0.086530,97.0500,0.3567,0.0000,2026-06-07 23:35:57
25,0.082964,97.4100,0.3790,100.0000,2026-06-07 23:36:07
26,0.081759,97.4500,0.3344,50.0000,2026-06-07 23:36:17
27,0.081145,97.4400,0.2229,50.0000,2026-06-07 23:36:27
28,0.079857,97.5500,0.2898,66.6667,2026-06-07 23:36:35
29,0.076126,97.6100,0.2229,0.0000,2026-06-07 23:36:45
30,0.070702,97.8700,0.2675,0.0000,2026-06-07 23:36:55
