round,loss,accuracy,asr,timestamp
1,2.295109,12.3400,0.0000,2026-03-26 12:35:08
2,2.276295,10.6700,0.0000,2026-03-26 12:35:17
3,1.619929,66.0800,0.2452,2026-03-26 12:35:27
4,0.579739,83.1300,0.6130,2026-03-26 12:35:37
5,0.517920,86.5600,0.6799,2026-03-26 12:35:48
6,1.190360,84.4100,1.5158,2026-03-26 12:35:58
7,0.443902,89.3200,0.6019,2026-03-26 12:36:09
8,0.257691,94.1900,0.4904,2026-03-26 12:36:20
9,0.247261,94.0000,0.4235,2026-03-26 12:36:29
10,0.350615,93.1200,0.4012,2026-03-26 12:36:39
11,0.256988,93.5800,0.2675,2026-03-26 12:36:49
12,0.256222,93.7600,0.2898,2026-03-26 12:36:59
13,0.209758,94.5500,0.4681,2026-03-26 12:37:09
14,0.215196,94.5800,0.3678,2026-03-26 12:37:19
15,0.201603,94.7500,0.3232,2026-03-26 12:37:30
16,0.180862,95.0500,0.3344,2026-03-26 12:37:41
17,0.195232,95.3100,0.4904,2026-03-26 12:37:52
18,0.171646,95.2900,0.3567,2026-03-26 12:38:03
19,0.183395,94.9300,0.3901,2026-03-26 12:38:13
20,0.150590,95.6700,0.4570,2026-03-26 12:38:23
21,0.204305,95.6700,0.6130,2026-03-26 12:38:33
22,0.407526,94.7900,0.8025,2026-03-26 12:38:44
23,0.231369,95.3100,0.5907,2026-03-26 12:38:56
24,0.218569,94.4800,0.2675,2026-03-26 12:39:07
25,0.188556,94.6300,0.4124,2026-03-26 12:39:17
26,0.201279,94.3800,0.2564,2026-03-26 12:39:27
27,0.160886,95.6700,0.3455,2026-03-26 12:39:38
28,0.344806,94.3400,0.2341,2026-03-26 12:39:47
29,0.246222,94.4100,0.2006,2026-03-26 12:39:56
30,0.187770,95.0000,0.4012,2026-03-26 12:40:07
31,0.216283,94.2700,0.3121,2026-03-26 12:40:17
32,0.223766,94.7700,0.4235,2026-03-26 12:40:28
33,0.236593,94.5500,0.2898,2026-03-26 12:40:38
34,0.135515,96.3600,0.5127,2026-03-26 12:40:48
35,0.172972,95.7900,0.5684,2026-03-26 12:40:57
36,0.159597,95.6800,0.4235,2026-03-26 12:41:08
37,0.159088,95.6500,0.3678,2026-03-26 12:41:17
38,0.165144,95.7600,0.3901,2026-03-26 12:41:27
39,0.157070,96.0300,0.3455,2026-03-26 12:41:36
40,0.211489,94.9000,0.2118,2026-03-26 12:41:46
41,0.384056,94.5300,0.4904,2026-03-26 12:41:55
42,0.206661,94.9900,0.3567,2026-03-26 12:42:06
43,0.190716,95.2200,0.3232,2026-03-26 12:42:15
44,0.178281,95.5000,0.3790,2026-03-26 12:42:23
45,0.182292,95.2100,0.3567,2026-03-26 12:42:34
46,0.151613,96.1900,0.6910,2026-03-26 12:42:44
47,0.159180,95.7200,0.2675,2026-03-26 12:42:53
48,0.174367,95.6300,0.3121,2026-03-26 12:43:03
49,0.151666,96.1300,0.3344,2026-03-26 12:43:14
50,0.135940,96.4000,0.4235,2026-03-26 12:43:24
