round,loss,accuracy,asr,timestamp
1,2.458051,31.7800,0.0000,2026-03-26 15:59:26
2,1.247898,53.9800,0.0000,2026-03-26 15:59:38
3,0.694464,76.5200,0.8248,2026-03-26 15:59:49
4,1.071298,73.3800,0.0446,2026-03-26 16:00:01
5,0.392941,87.4700,0.2229,2026-03-26 16:00:14
6,0.467458,85.4500,6.4534,2026-03-26 16:00:27
7,0.302072,90.1100,0.1337,2026-03-26 16:00:40
8,0.295250,90.7800,3.5109,2026-03-26 16:00:53
9,0.591988,82.2400,2.1177,2026-03-26 16:01:04
10,0.275325,91.5800,2.0397,2026-03-26 16:01:17
11,0.292199,90.8000,0.3232,2026-03-26 16:01:29
12,0.349559,89.4100,0.1895,2026-03-26 16:01:41
13,0.225766,93.1000,0.6353,2026-03-26 16:01:53
14,0.235486,92.9600,0.8917,2026-03-26 16:02:05
15,0.290821,91.2900,0.2006,2026-03-26 16:02:18
16,0.195652,94.0600,0.7802,2026-03-26 16:02:31
17,0.243149,92.6200,0.8025,2026-03-26 16:02:44
18,0.344282,89.7000,0.3121,2026-03-26 16:02:58
19,0.267781,92.1200,0.1226,2026-03-26 16:03:10
20,0.235734,93.1500,0.1337,2026-03-26 16:03:22
21,0.231774,93.7100,0.4347,2026-03-26 16:03:34
22,0.369296,89.9400,0.6910,2026-03-26 16:03:46
23,0.349631,90.4300,0.2118,2026-03-26 16:04:00
24,0.244568,93.1100,0.2341,2026-03-26 16:04:14
25,0.312146,91.6900,0.4793,2026-03-26 16:04:25
26,0.309300,91.5900,0.3232,2026-03-26 16:04:38
27,0.234366,93.3100,0.2229,2026-03-26 16:04:51
28,0.277470,93.1500,0.6910,2026-03-26 16:05:02
29,0.235851,93.8000,0.5127,2026-03-26 16:05:12
30,0.241000,94.0000,0.5239,2026-03-26 16:05:25
31,0.391626,90.8200,0.4458,2026-03-26 16:05:36
32,0.211526,94.1500,0.4347,2026-03-26 16:05:48
33,0.277716,92.2900,0.2118,2026-03-26 16:06:00
34,0.225374,94.2400,0.4681,2026-03-26 16:06:11
35,0.239248,93.9900,0.5573,2026-03-26 16:06:22
36,0.197523,93.7500,1.1257,2026-03-26 16:06:35
37,0.234682,93.6800,0.8471,2026-03-26 16:06:46
38,0.222166,94.2200,0.6687,2026-03-26 16:06:58
39,0.239679,93.9800,0.6799,2026-03-26 16:07:09
40,0.245978,93.9200,0.7468,2026-03-26 16:07:21
41,0.226596,93.6400,0.2564,2026-03-26 16:07:32
42,0.281703,92.4100,0.8471,2026-03-26 16:07:44
43,0.277582,92.4300,0.3344,2026-03-26 16:07:56
44,0.247123,93.4800,0.2229,2026-03-26 16:08:07
45,0.260439,93.6600,0.6910,2026-03-26 16:08:20
46,0.138982,95.5500,1.2149,2026-03-26 16:08:33
47,0.260001,93.2200,0.7579,2026-03-26 16:08:43
48,0.273742,92.7500,0.2341,2026-03-26 16:08:55
49,0.284452,93.0500,0.7356,2026-03-26 16:09:08
