round,loss,accuracy,asr,evasion_rate,timestamp
1,1.575760,61.8100,,0.0000,2026-06-07 23:37:07
2,0.673369,85.3900,,50.0000,2026-06-07 23:37:14
3,0.229580,93.3700,,0.0000,2026-06-07 23:37:23
4,0.242504,95.0700,,100.0000,2026-06-07 23:37:31
5,0.141681,95.7400,,0.0000,2026-06-07 23:37:39
6,0.282935,95.6300,,100.0000,2026-06-07 23:37:46
7,0.105970,96.7200,,,2026-06-07 23:37:54
8,0.123304,96.8600,,100.0000,2026-06-07 23:38:04
9,0.080759,97.4800,,0.0000,2026-06-07 23:38:13
10,0.097513,97.3700,,100.0000,2026-06-07 23:38:19
11,0.097862,97.6700,,100.0000,2026-06-07 23:38:29
12,0.069719,97.8500,,,2026-06-07 23:38:37
13,0.066331,97.9300,,0.0000,2026-06-07 23:38:45
14,0.066731,97.8900,,100.0000,2026-06-07 23:38:53
15,0.122119,97.9300,,100.0000,2026-06-07 23:39:01
16,0.057273,98.1800,,0.0000,2026-06-07 23:39:10
17,0.099907,98.0200,,100.0000,2026-06-07 23:39:18
18,0.058707,98.2200,,0.0000,2026-06-07 23:39:26
19,0.068157,98.0900,,100.0000,2026-06-07 23:39:35
20,0.058718,98.2200,,0.0000,2026-06-07 23:39:43
21,0.060404,98.4500,,100.0000,2026-06-07 23:39:53
22,0.055070,98.4700,,50.0000,2026-06-07 23:40:02
23,0.805239,95.5100,,100.0000,2026-06-07 23:40:10
24,0.069425,98.0400,,0.0000,2026-06-07 23:40:17
25,0.059411,98.1900,,0.0000,2026-06-07 23:40:26
26,0.061497,98.2200,,100.0000,2026-06-07 23:40:34
27,0.052439,98.3900,,50.0000,2026-06-07 23:40:42
28,0.072725,98.4600,,100.0000,2026-06-07 23:40:49
29,0.048117,98.5700,,0.0000,2026-06-07 23:40:57
30,0.079310,98.3100,,100.0000,2026-06-07 23:41:06
