round,loss,accuracy,asr,evasion_rate,timestamp
1,2.293214,17.0000,0.0000,100.0000,2026-06-07 18:11:48
2,2.266147,24.4100,0.0000,100.0000,2026-06-07 18:11:56
3,2.195904,33.0300,5.2608,100.0000,2026-06-07 18:12:05
4,1.968916,60.0900,19.9844,100.0000,2026-06-07 18:12:14
5,1.201000,73.8400,7.3339,100.0000,2026-06-07 18:12:22
6,0.692619,83.0300,6.0745,100.0000,2026-06-07 18:12:31
7,0.423327,88.3100,1.8056,,2026-06-07 18:12:40
8,0.307320,91.5900,1.1369,50.0000,2026-06-07 18:12:50
9,0.237045,93.3300,0.9585,50.0000,2026-06-07 18:13:00
10,0.195460,94.2000,0.8582,0.0000,2026-06-07 18:13:07
11,0.169229,94.8800,0.8471,100.0000,2026-06-07 18:13:17
12,0.159749,95.1100,0.5796,,2026-06-07 18:13:25
13,0.153086,95.0100,0.5016,100.0000,2026-06-07 18:13:34
14,0.132119,95.7500,0.3567,0.0000,2026-06-07 18:13:43
15,0.119552,96.2700,0.3790,0.0000,2026-06-07 18:13:52
16,0.114312,96.4900,0.4012,66.6667,2026-06-07 18:14:01
17,0.112734,96.5100,0.5127,0.0000,2026-06-07 18:14:10
18,0.110872,96.3600,0.2898,0.0000,2026-06-07 18:14:19
19,0.109235,96.6600,0.4124,100.0000,2026-06-07 18:14:28
20,0.098757,96.9600,0.4012,0.0000,2026-06-07 18:14:37
21,0.092105,97.1100,0.3567,0.0000,2026-06-07 18:14:47
22,0.091016,97.2600,0.4458,100.0000,2026-06-07 18:14:57
23,0.101029,96.6200,0.2786,0.0000,2026-06-07 18:15:07
24,0.086221,97.0300,0.3678,50.0000,2026-06-07 18:15:15
25,0.082153,97.5100,0.3901,100.0000,2026-06-07 18:15:24
26,0.081081,97.5000,0.3344,50.0000,2026-06-07 18:15:32
27,0.080756,97.4300,0.2452,50.0000,2026-06-07 18:15:42
28,0.079210,97.5200,0.2786,100.0000,2026-06-07 18:15:49
29,0.075635,97.6000,0.2118,0.0000,2026-06-07 18:15:58
30,0.070447,97.8900,0.2898,0.0000,2026-06-07 18:16:08
