round,loss,accuracy,asr,evasion_rate,timestamp
1,2.306994,9.8200,,100.0000,2026-06-07 22:44:07
2,2.348992,10.0900,,100.0000,2026-06-07 22:44:14
3,2.321950,10.3200,,100.0000,2026-06-07 22:44:22
4,2.315416,10.3200,,100.0000,2026-06-07 22:44:29
5,2.318286,11.3500,,100.0000,2026-06-07 22:44:39
6,2.340481,10.0900,,100.0000,2026-06-07 22:44:47
7,2.317391,10.3200,,100.0000,2026-06-07 22:44:56
8,2.322878,10.0900,,100.0000,2026-06-07 22:45:05
9,2.314475,11.3500,,100.0000,2026-06-07 22:45:12
10,2.334539,11.3500,,100.0000,2026-06-07 22:45:21
11,2.351268,10.1000,,100.0000,2026-06-07 22:45:29
12,2.364726,11.3500,,100.0000,2026-06-07 22:45:37
13,2.326825,11.3500,,100.0000,2026-06-07 22:45:45
14,2.322162,10.1000,,100.0000,2026-06-07 22:45:53
15,2.339702,11.3500,,100.0000,2026-06-07 22:46:03
16,2.322896,9.8000,,100.0000,2026-06-07 22:46:11
17,2.320964,10.2800,,100.0000,2026-06-07 22:46:21
18,2.336391,11.3500,,100.0000,2026-06-07 22:46:30
19,2.325963,10.2800,,100.0000,2026-06-07 22:46:38
20,2.338410,11.3500,,,2026-06-07 22:46:46
21,2.371360,8.9200,,100.0000,2026-06-07 22:46:54
22,2.358550,10.0900,,100.0000,2026-06-07 22:47:03
23,2.357916,10.1000,,100.0000,2026-06-07 22:47:12
24,2.444688,11.3500,,100.0000,2026-06-07 22:47:22
25,2.366408,10.1000,,100.0000,2026-06-07 22:47:29
26,2.386507,10.0900,,100.0000,2026-06-07 22:47:37
27,2.352723,9.5800,,100.0000,2026-06-07 22:47:46
28,2.602133,10.1000,,100.0000,2026-06-07 22:47:53
29,2.386826,11.3500,,100.0000,2026-06-07 22:48:00
30,2.321172,10.0900,,100.0000,2026-06-07 22:48:09
