round,loss,accuracy,asr,evasion_rate,timestamp
1,2.207586,36.7700,,100.0000,2026-06-07 22:57:37
2,1.369642,81.3700,,100.0000,2026-06-07 22:57:44
3,0.584079,92.2500,,100.0000,2026-06-07 22:57:52
4,0.322982,94.1300,,100.0000,2026-06-07 22:58:01
5,0.171297,95.4700,,100.0000,2026-06-07 22:58:08
6,0.286647,96.0600,,100.0000,2026-06-07 22:58:16
7,0.110211,96.7500,,,2026-06-07 22:58:24
8,0.155467,97.1400,,100.0000,2026-06-07 22:58:34
9,0.158440,97.0000,,100.0000,2026-06-07 22:58:43
10,0.161169,96.9000,,100.0000,2026-06-07 22:58:49
11,0.122733,97.5100,,100.0000,2026-06-07 22:58:58
12,0.073406,97.7300,,,2026-06-07 22:59:06
13,0.078278,97.8500,,100.0000,2026-06-07 22:59:14
14,0.081521,97.7500,,100.0000,2026-06-07 22:59:22
15,0.168380,97.8300,,100.0000,2026-06-07 22:59:30
16,0.178771,97.6900,,100.0000,2026-06-07 22:59:39
17,0.204011,97.3700,,100.0000,2026-06-07 22:59:47
18,0.101653,97.7100,,100.0000,2026-06-07 22:59:55
19,0.098386,97.7500,,100.0000,2026-06-07 23:00:04
20,0.076259,97.8200,,100.0000,2026-06-07 23:00:12
21,0.093790,97.9900,,100.0000,2026-06-07 23:00:21
22,0.086500,97.9700,,100.0000,2026-06-07 23:00:30
23,0.260854,97.1400,,100.0000,2026-06-07 23:00:39
24,0.179729,97.3300,,100.0000,2026-06-07 23:00:46
25,0.084502,97.6700,,100.0000,2026-06-07 23:00:54
26,0.087925,97.7000,,100.0000,2026-06-07 23:01:02
27,0.092391,97.8100,,100.0000,2026-06-07 23:01:11
28,0.178229,97.5700,,100.0000,2026-06-07 23:01:17
29,0.091636,97.6100,,100.0000,2026-06-07 23:01:26
30,0.143721,97.3200,,100.0000,2026-06-07 23:01:34
