round,loss,accuracy,asr,evasion_rate,timestamp
1,2.614477,25.0300,0.0000,0.0000,2026-06-08 00:12:01
2,1.682525,39.7700,0.0000,0.0000,2026-06-08 00:12:11
3,1.689792,63.6000,0.0000,0.0000,2026-06-08 00:12:21
4,0.853351,72.6500,6.8770,0.0000,2026-06-08 00:12:31
5,0.428966,84.7300,0.1783,0.0000,2026-06-08 00:12:41
6,0.563011,79.5600,0.0111,0.0000,2026-06-08 00:12:51
7,0.396260,84.5700,0.0000,0.0000,2026-06-08 00:13:01
8,0.430794,85.3900,0.0223,0.0000,2026-06-08 00:13:10
9,0.442100,84.9300,0.0111,0.0000,2026-06-08 00:13:19
10,0.511762,83.4800,0.0000,0.0000,2026-06-08 00:13:28
11,0.491188,81.9100,0.2452,0.0000,2026-06-08 00:13:39
12,0.389036,86.8000,0.2898,0.0000,2026-06-08 00:13:48
13,0.290387,90.8800,0.0780,0.0000,2026-06-08 00:13:58
14,0.308237,90.7700,0.1449,0.0000,2026-06-08 00:14:08
15,0.277126,91.2100,0.0892,0.0000,2026-06-08 00:14:17
16,0.233530,92.8900,0.0892,0.0000,2026-06-08 00:14:27
17,0.252654,92.8300,0.1003,0.0000,2026-06-08 00:14:37
18,0.277348,92.4600,0.0892,0.0000,2026-06-08 00:14:46
19,0.295451,90.9100,0.0669,0.0000,2026-06-08 00:14:56
20,0.323251,89.1300,0.2229,0.0000,2026-06-08 00:15:07
21,0.219973,93.5700,0.4235,0.0000,2026-06-08 00:15:19
22,0.283320,92.0600,0.0334,0.0000,2026-06-08 00:15:29
23,0.285937,91.6400,0.0557,0.0000,2026-06-08 00:15:39
24,0.255197,92.6600,0.0892,0.0000,2026-06-08 00:15:49
25,0.249593,92.1800,0.0780,0.0000,2026-06-08 00:15:58
26,0.183458,94.3400,0.1226,0.0000,2026-06-08 00:16:07
27,0.297826,91.7700,0.0557,0.0000,2026-06-08 00:16:16
28,0.254339,92.8000,0.1560,0.0000,2026-06-08 00:16:25
29,0.255219,92.6800,0.8471,0.0000,2026-06-08 00:16:35
30,0.217693,93.4800,0.3009,0.0000,2026-06-08 00:16:45
