round,loss,accuracy,asr,evasion_rate,timestamp
1,1.197542,67.8000,0.3344,100.0000,2026-06-07 18:47:34
2,0.409416,87.6000,1.4601,100.0000,2026-06-07 18:47:42
3,0.185375,94.5800,0.8136,100.0000,2026-06-07 18:47:52
4,0.140352,95.6600,0.6799,100.0000,2026-06-07 18:48:02
5,0.132950,95.8300,0.7579,100.0000,2026-06-07 18:48:11
6,0.114104,96.5100,0.2675,100.0000,2026-06-07 18:48:20
7,0.088532,97.0200,0.3455,,2026-06-07 18:48:29
8,0.076999,97.6300,0.2675,100.0000,2026-06-07 18:48:40
9,0.093132,97.1500,0.2341,100.0000,2026-06-07 18:48:50
10,0.095278,97.0000,1.0588,100.0000,2026-06-07 18:48:58
11,0.067422,97.9200,0.1783,100.0000,2026-06-07 18:49:07
12,0.058548,98.3100,0.3121,,2026-06-07 18:49:16
13,0.056702,98.3000,0.1895,100.0000,2026-06-07 18:49:25
14,0.054826,98.2400,0.2564,100.0000,2026-06-07 18:49:34
15,0.059129,98.2400,0.2786,100.0000,2026-06-07 18:49:43
16,0.077091,97.5000,0.1560,100.0000,2026-06-07 18:49:53
17,0.087020,97.2600,0.9028,100.0000,2026-06-07 18:50:02
18,0.046488,98.5400,0.1560,100.0000,2026-06-07 18:50:11
19,0.046541,98.5300,0.2564,100.0000,2026-06-07 18:50:21
20,0.043334,98.6500,0.3344,100.0000,2026-06-07 18:50:30
21,0.045975,98.5600,0.2898,100.0000,2026-06-07 18:50:40
22,0.043192,98.6900,0.4235,100.0000,2026-06-07 18:50:51
23,0.081010,97.2100,0.1226,100.0000,2026-06-07 18:51:01
24,0.043349,98.5800,0.3344,100.0000,2026-06-07 18:51:09
25,0.042705,98.6400,0.2341,100.0000,2026-06-07 18:51:18
26,0.041045,98.6900,0.1895,100.0000,2026-06-07 18:51:27
27,0.044147,98.5900,0.2452,100.0000,2026-06-07 18:51:37
28,0.042225,98.7300,0.3455,100.0000,2026-06-07 18:51:45
29,0.039266,98.6700,0.1337,100.0000,2026-06-07 18:51:54
30,0.054465,98.4000,1.0811,100.0000,2026-06-07 18:52:04
