round,loss,accuracy,asr,evasion_rate,timestamp
1,2.835421,25.4300,,,2026-06-07 19:48:13
2,1.680689,50.3300,,,2026-06-07 19:48:21
3,1.191364,69.7600,,,2026-06-07 19:48:29
4,0.489506,84.3400,,,2026-06-07 19:48:38
5,0.477676,85.2600,,,2026-06-07 19:48:47
6,0.771503,78.5100,,,2026-06-07 19:48:55
7,0.425457,85.9000,,,2026-06-07 19:49:03
8,0.310204,89.3700,,,2026-06-07 19:49:11
9,0.449348,84.5300,,,2026-06-07 19:49:19
10,0.561847,82.5000,,,2026-06-07 19:49:27
11,0.299002,90.0400,,,2026-06-07 19:49:35
12,0.228282,92.8300,,,2026-06-07 19:49:44
13,0.367841,89.4700,,,2026-06-07 19:49:52
14,0.376035,87.4100,,,2026-06-07 19:50:00
15,0.230059,92.6600,,,2026-06-07 19:50:08
16,0.239268,92.0700,,,2026-06-07 19:50:16
17,0.271173,91.4300,,,2026-06-07 19:50:24
18,0.254394,92.1000,,,2026-06-07 19:50:32
19,0.233047,92.7600,,,2026-06-07 19:50:40
20,0.210851,93.9000,,,2026-06-07 19:50:49
21,0.231307,92.5700,,,2026-06-07 19:50:57
22,0.277412,92.2000,,,2026-06-07 19:51:05
23,0.235919,92.8000,,,2026-06-07 19:51:13
24,0.254793,92.1100,,,2026-06-07 19:51:22
25,0.153392,95.5600,,,2026-06-07 19:51:30
26,0.171587,94.7100,,,2026-06-07 19:51:38
27,0.286887,92.1000,,,2026-06-07 19:51:45
28,0.247248,93.2400,,,2026-06-07 19:51:52
29,0.244684,92.9900,,,2026-06-07 19:52:01
30,0.149023,95.4300,,,2026-06-07 19:52:09
