round,loss,accuracy,asr,timestamp
1,4.971272,24.6700,64.0103,2026-03-26 11:34:41
2,0.522970,81.9200,2.8087,2026-03-26 11:34:51
3,1.530952,64.6000,96.9683,2026-03-26 11:35:00
4,0.879171,75.2600,7.9581,2026-03-26 11:35:10
5,0.482062,83.4800,97.5702,2026-03-26 11:35:21
6,0.131641,95.7100,88.0071,2026-03-26 11:35:31
7,0.087347,97.2800,68.4686,2026-03-26 11:35:42
8,0.085020,97.3800,58.9166,2026-03-26 11:35:53
9,0.199388,93.4200,99.1418,2026-03-26 11:36:02
10,0.345161,89.3800,97.6705,2026-03-26 11:36:13
11,0.070080,97.8100,93.5132,2026-03-26 11:36:24
12,0.219717,93.0200,99.8663,2026-03-26 11:36:34
13,0.111040,96.6200,98.0606,2026-03-26 11:36:43
14,0.091359,96.9700,99.4984,2026-03-26 11:36:54
15,0.135658,95.5900,99.8885,2026-03-26 11:37:05
16,0.051949,98.2800,92.7107,2026-03-26 11:37:16
17,0.130816,95.8200,99.8328,2026-03-26 11:37:28
18,0.089406,97.0900,99.7882,2026-03-26 11:37:40
19,0.045669,98.5000,98.0383,2026-03-26 11:37:50
20,0.045817,98.5400,94.2822,2026-03-26 11:38:00
21,0.131395,95.7200,99.8328,2026-03-26 11:38:10
22,0.054419,98.2400,99.8328,2026-03-26 11:38:21
23,0.144889,95.2600,99.7771,2026-03-26 11:38:32
24,0.071367,97.9200,99.2978,2026-03-26 11:38:44
25,0.159478,95.0400,99.4427,2026-03-26 11:38:53
26,0.218710,93.2000,97.8600,2026-03-26 11:39:04
27,0.168083,94.7800,99.9666,2026-03-26 11:39:15
28,0.099094,96.7800,99.1975,2026-03-26 11:39:24
29,0.091895,97.0300,99.9666,2026-03-26 11:39:33
30,0.059421,98.1300,97.9938,2026-03-26 11:39:44
31,0.181939,94.1200,99.9443,2026-03-26 11:39:53
32,0.060482,98.1500,99.4316,2026-03-26 11:40:04
33,0.070048,97.7900,99.4873,2026-03-26 11:40:13
34,0.038454,98.8600,98.5399,2026-03-26 11:40:24
35,0.079877,97.5000,99.6991,2026-03-26 11:40:33
36,0.051324,98.3400,99.6545,2026-03-26 11:40:43
37,0.100293,96.6900,99.7771,2026-03-26 11:40:53
38,0.033793,98.8100,99.3647,2026-03-26 11:41:03
39,0.042573,98.6800,99.8551,2026-03-26 11:41:12
40,0.042605,98.6500,99.2867,2026-03-26 11:41:22
41,0.042970,98.4600,99.8663,2026-03-26 11:41:32
42,0.052773,98.3100,99.1529,2026-03-26 11:41:42
43,0.033227,98.9000,99.3313,2026-03-26 11:41:52
44,0.056308,98.2600,99.8997,2026-03-26 11:42:00
45,0.055161,98.2800,99.4316,2026-03-26 11:42:11
46,0.092315,97.7200,99.8328,2026-03-26 11:42:22
47,0.061119,98.1600,99.6099,2026-03-26 11:42:31
48,0.091544,97.0500,99.9777,2026-03-26 11:42:41
49,0.041004,98.6000,98.0495,2026-03-26 11:42:52
50,0.077342,97.7300,99.9220,2026-03-26 11:43:03
