round,loss,accuracy,asr,evasion_rate,timestamp
1,0.477994,85.9500,1.1480,0.0000,2026-06-07 18:52:15
2,0.203083,93.9100,0.7133,0.0000,2026-06-07 18:52:25
3,0.131576,95.7700,0.5796,0.0000,2026-06-07 18:52:34
4,0.126663,96.1200,1.0031,100.0000,2026-06-07 18:52:43
5,0.094515,96.9500,0.5127,100.0000,2026-06-07 18:52:52
6,0.089690,97.2300,0.5127,100.0000,2026-06-07 18:53:01
7,0.069737,97.6700,0.3232,,2026-06-07 18:53:11
8,0.068755,97.9600,0.5016,100.0000,2026-06-07 18:53:20
9,0.059505,98.1400,0.4904,100.0000,2026-06-07 18:53:29
10,0.056719,98.2400,0.4347,100.0000,2026-06-07 18:53:38
11,0.055384,98.2700,0.4347,100.0000,2026-06-07 18:53:47
12,0.047065,98.4700,0.2675,,2026-06-07 18:53:56
13,0.047655,98.4600,0.5016,100.0000,2026-06-07 18:54:05
14,0.044182,98.6100,0.5239,100.0000,2026-06-07 18:54:14
15,0.050033,98.5200,0.4235,100.0000,2026-06-07 18:54:24
16,0.050523,98.3900,0.7356,100.0000,2026-06-07 18:54:33
17,0.041535,98.6300,0.5796,100.0000,2026-06-07 18:54:42
18,0.037992,98.7100,0.5350,100.0000,2026-06-07 18:54:51
19,0.039158,98.7100,0.9474,100.0000,2026-06-07 18:55:00
20,0.037438,98.8100,0.6910,100.0000,2026-06-07 18:55:10
21,0.037506,98.7700,0.6799,100.0000,2026-06-07 18:55:19
22,0.036976,98.7400,1.0031,100.0000,2026-06-07 18:55:28
23,0.043569,98.6200,1.3152,100.0000,2026-06-07 18:55:37
24,0.036647,98.8000,1.4935,100.0000,2026-06-07 18:55:46
25,0.033733,98.8700,1.0923,100.0000,2026-06-07 18:55:56
26,0.035825,98.9000,2.0508,100.0000,2026-06-07 18:56:05
27,0.033187,98.9500,1.9728,100.0000,2026-06-07 18:56:14
28,0.035148,98.9300,6.6875,100.0000,2026-06-07 18:56:24
29,0.032792,98.9400,3.8453,100.0000,2026-06-07 18:56:33
30,0.033804,98.8500,5.5617,100.0000,2026-06-07 18:56:42
