round,loss,accuracy,asr,evasion_rate,timestamp
1,1.434553,56.1900,18.9478,50.0000,2026-06-07 21:22:36
2,0.550288,83.1300,1.1592,0.0000,2026-06-07 21:22:45
3,0.417015,85.9000,2.8756,33.3333,2026-06-07 21:22:54
4,0.155681,95.7200,0.8805,0.0000,2026-06-07 21:23:03
5,0.126442,96.0500,0.4235,0.0000,2026-06-07 21:23:12
6,0.140581,96.6300,1.2037,100.0000,2026-06-07 21:23:21
7,0.085902,97.3300,0.3455,0.0000,2026-06-07 21:23:30
8,0.081502,97.2500,0.2898,0.0000,2026-06-07 21:23:39
9,0.083387,97.4400,0.4458,100.0000,2026-06-07 21:23:47
10,0.074359,97.6900,0.3790,100.0000,2026-06-07 21:23:56
11,0.076588,97.9200,0.5461,100.0000,2026-06-07 21:24:05
12,0.073825,97.7500,0.5239,100.0000,2026-06-07 21:24:14
13,0.081544,97.4300,0.7802,100.0000,2026-06-07 21:24:23
14,0.063346,97.7800,0.3009,0.0000,2026-06-07 21:24:32
15,0.066097,98.1100,0.6353,100.0000,2026-06-07 21:24:41
16,0.056053,98.1900,0.2786,50.0000,2026-06-07 21:24:50
17,0.051516,98.3500,0.3232,100.0000,2026-06-07 21:24:59
18,0.052004,98.2900,0.3567,100.0000,2026-06-07 21:25:07
19,0.056795,98.0500,0.2452,50.0000,2026-06-07 21:25:16
20,0.051674,98.3100,0.6465,66.6667,2026-06-07 21:25:26
21,0.048050,98.3800,0.3344,100.0000,2026-06-07 21:25:34
22,0.046890,98.3200,0.3009,0.0000,2026-06-07 21:25:43
23,0.045177,98.3800,0.2786,100.0000,2026-06-07 21:25:52
24,0.050526,98.2600,0.4124,100.0000,2026-06-07 21:26:01
25,0.042490,98.6100,0.3344,0.0000,2026-06-07 21:26:09
26,0.043692,98.4300,0.1449,0.0000,2026-06-07 21:26:18
27,0.038676,98.6100,0.1895,100.0000,2026-06-07 21:26:26
28,0.041543,98.5200,0.2341,100.0000,2026-06-07 21:26:33
29,0.050820,98.4400,0.3678,100.0000,2026-06-07 21:26:43
30,0.041734,98.5800,0.2006,100.0000,2026-06-07 21:26:52
