round,loss,accuracy,asr,evasion_rate,timestamp
1,1.167467,73.8300,7.0330,100.0000,2026-06-07 17:28:20
2,0.410139,88.5400,1.1257,100.0000,2026-06-07 17:28:28
3,0.196758,94.2500,1.1369,100.0000,2026-06-07 17:28:37
4,0.142144,95.8100,0.7691,100.0000,2026-06-07 17:28:45
5,0.125261,96.1800,0.8694,100.0000,2026-06-07 17:28:54
6,0.114987,96.5800,1.0143,100.0000,2026-06-07 17:29:02
7,0.088536,97.2400,0.3678,,2026-06-07 17:29:11
8,0.075299,97.7500,0.4904,100.0000,2026-06-07 17:29:21
9,0.073708,97.8000,0.3901,100.0000,2026-06-07 17:29:31
10,0.073577,97.7600,0.9251,100.0000,2026-06-07 17:29:39
11,0.060924,98.2200,0.4793,100.0000,2026-06-07 17:29:48
12,0.059462,98.1100,0.4347,,2026-06-07 17:29:57
13,0.056133,98.3000,0.3455,100.0000,2026-06-07 17:30:05
14,0.056461,98.1900,0.2341,100.0000,2026-06-07 17:30:14
15,0.052872,98.4100,0.7802,100.0000,2026-06-07 17:30:23
16,0.049073,98.5200,0.7468,100.0000,2026-06-07 17:30:32
17,0.046741,98.5900,1.0700,100.0000,2026-06-07 17:30:41
18,0.044014,98.6000,0.7133,100.0000,2026-06-07 17:30:50
19,0.046494,98.4600,0.5239,100.0000,2026-06-07 17:30:59
20,0.044651,98.6200,0.9362,100.0000,2026-06-07 17:31:08
21,0.044087,98.6100,1.2260,100.0000,2026-06-07 17:31:18
22,0.043740,98.6700,1.2372,100.0000,2026-06-07 17:31:28
23,0.047975,98.4700,1.7276,100.0000,2026-06-07 17:31:37
24,0.041599,98.7200,2.7864,100.0000,2026-06-07 17:31:45
25,0.044299,98.6400,2.4409,100.0000,2026-06-07 17:31:54
26,0.042334,98.6500,3.4886,100.0000,2026-06-07 17:32:03
27,0.038578,98.8100,3.0428,100.0000,2026-06-07 17:32:12
28,0.038072,98.7700,6.3085,100.0000,2026-06-07 17:32:20
29,0.043066,98.6300,2.9091,100.0000,2026-06-07 17:32:29
30,0.040047,98.7300,13.5756,100.0000,2026-06-07 17:32:38
