round,loss,accuracy,asr,evasion_rate,timestamp
1,1.629215,37.2200,30.7066,50.0000,2026-06-07 09:36:56
2,0.709702,76.7800,2.2180,50.0000,2026-06-07 09:37:05
3,0.362708,88.2600,1.1592,0.0000,2026-06-07 09:37:14
4,0.214730,93.0100,0.3567,0.0000,2026-06-07 09:37:24
5,0.148088,95.6000,0.7022,50.0000,2026-06-07 09:37:35
6,0.185819,95.4000,8.6937,100.0000,2026-06-07 09:37:45
7,0.137797,95.7600,0.5573,0.0000,2026-06-07 09:37:56
8,0.098143,96.9600,0.6353,50.0000,2026-06-07 09:38:06
9,0.103350,97.0100,1.2483,100.0000,2026-06-07 09:38:16
10,0.097236,97.0600,1.1480,100.0000,2026-06-07 09:38:26
11,0.095854,96.9100,0.6465,50.0000,2026-06-07 09:38:36
12,0.075295,97.6500,1.1257,100.0000,2026-06-07 09:38:46
13,0.075806,97.6100,1.3263,100.0000,2026-06-07 09:38:56
14,0.070106,97.7900,0.8025,100.0000,2026-06-07 09:39:06
15,0.074880,97.5800,0.4681,50.0000,2026-06-07 09:39:17
16,0.067288,97.9200,0.5127,100.0000,2026-06-07 09:39:27
17,0.059102,98.1400,0.6576,100.0000,2026-06-07 09:39:39
18,0.063172,98.0700,0.3455,100.0000,2026-06-07 09:39:50
19,0.060915,98.0600,0.4681,100.0000,2026-06-07 09:39:59
20,0.058102,98.0900,0.5350,,2026-06-07 09:40:09
