round,loss,accuracy,asr,timestamp
1,1.611671,75.9400,2.4744,2026-03-26 12:09:18
2,1.217979,89.4700,1.1034,2026-03-26 12:09:29
3,0.218800,95.3500,0.7245,2026-03-26 12:09:39
4,0.136423,96.3100,0.4124,2026-03-26 12:09:50
5,0.141040,96.7500,0.4124,2026-03-26 12:10:00
6,0.408984,95.5700,0.6799,2026-03-26 12:10:10
7,0.118462,97.2800,0.4124,2026-03-26 12:10:21
8,0.101134,97.3700,0.3567,2026-03-26 12:10:31
9,0.096087,97.6800,0.2786,2026-03-26 12:10:41
10,0.129909,97.6100,0.3678,2026-03-26 12:10:51
11,0.088616,97.7200,0.3121,2026-03-26 12:11:01
12,0.117567,97.3300,0.3455,2026-03-26 12:11:11
13,0.096703,97.7300,0.3678,2026-03-26 12:11:22
14,0.079387,97.8400,0.3121,2026-03-26 12:11:32
15,0.080099,98.1000,0.3678,2026-03-26 12:11:42
16,0.064609,98.0700,0.2452,2026-03-26 12:11:52
17,0.067601,98.1200,0.3121,2026-03-26 12:12:02
18,0.061012,98.1100,0.3009,2026-03-26 12:12:13
19,0.057565,98.4000,0.2898,2026-03-26 12:12:23
20,0.053313,98.3500,0.3232,2026-03-26 12:12:33
21,0.087280,98.3100,0.3567,2026-03-26 12:12:43
22,0.207137,97.1000,0.2675,2026-03-26 12:12:54
23,0.092397,98.0200,0.3901,2026-03-26 12:13:04
24,0.068455,98.2100,0.3232,2026-03-26 12:13:14
25,0.057112,98.2800,0.2786,2026-03-26 12:13:24
26,0.062599,98.2800,0.2341,2026-03-26 12:13:35
27,0.066536,98.1500,0.3344,2026-03-26 12:13:45
28,0.185269,97.0500,0.2564,2026-03-26 12:13:55
29,0.096855,97.9300,0.3567,2026-03-26 12:14:06
30,0.073593,97.9400,0.4012,2026-03-26 12:14:16
31,0.068686,98.2400,0.2452,2026-03-26 12:14:26
32,0.101144,97.8800,0.2452,2026-03-26 12:14:37
33,0.094537,97.6100,0.2898,2026-03-26 12:14:47
34,0.063286,98.2000,0.2452,2026-03-26 12:14:57
35,0.087707,97.9600,0.2898,2026-03-26 12:15:07
36,0.073458,98.0800,0.3344,2026-03-26 12:15:18
37,0.059307,98.3000,0.3009,2026-03-26 12:15:28
38,0.066925,98.0800,0.3121,2026-03-26 12:15:38
39,0.064370,98.2700,0.3344,2026-03-26 12:15:48
40,0.082762,97.9800,0.2006,2026-03-26 12:15:59
41,0.197004,96.7600,0.2564,2026-03-26 12:16:09
42,0.076000,97.8700,0.3009,2026-03-26 12:16:19
43,0.075020,97.9000,0.3567,2026-03-26 12:16:29
44,0.070868,98.0800,0.3009,2026-03-26 12:16:39
45,0.071848,97.9300,0.2229,2026-03-26 12:16:49
46,0.074582,97.9800,0.2786,2026-03-26 12:16:59
47,0.066811,98.1500,0.3121,2026-03-26 12:17:10
48,0.069791,98.0300,0.2564,2026-03-26 12:17:20
49,0.067858,98.1500,0.3901,2026-03-26 12:17:30
50,0.061726,98.1400,0.2452,2026-03-26 12:17:40
