round,loss,accuracy,asr,evasion_rate,timestamp
1,2.289055,9.8300,,0.0000,2026-06-07 22:34:39
2,2.257246,15.3100,,0.0000,2026-06-07 22:34:47
3,2.159151,51.9200,,0.0000,2026-06-07 22:34:55
4,1.820425,71.7600,,0.0000,2026-06-07 22:35:03
5,0.971518,84.2400,,0.0000,2026-06-07 22:35:13
6,0.538355,87.7400,,0.0000,2026-06-07 22:35:21
7,0.383983,89.3800,,0.0000,2026-06-07 22:35:30
8,0.275912,92.7000,,0.0000,2026-06-07 22:35:39
9,0.237115,93.1400,,0.0000,2026-06-07 22:35:47
10,0.197053,94.3800,,0.0000,2026-06-07 22:35:56
11,0.178954,94.5700,,0.0000,2026-06-07 22:36:05
12,0.166640,94.8900,,0.0000,2026-06-07 22:36:13
13,0.151551,95.4600,,0.0000,2026-06-07 22:36:21
14,0.139049,95.9000,,0.0000,2026-06-07 22:36:29
15,0.126693,96.1900,,0.0000,2026-06-07 22:36:39
16,0.117693,96.4600,,0.0000,2026-06-07 22:36:48
17,0.111042,96.6600,,0.0000,2026-06-07 22:36:58
18,0.107836,96.6600,,0.0000,2026-06-07 22:37:07
19,0.101752,96.7700,,0.0000,2026-06-07 22:37:15
20,0.099912,96.9100,,,2026-06-07 22:37:23
21,0.098139,96.8700,,0.0000,2026-06-07 22:37:32
22,0.091969,97.0600,,0.0000,2026-06-07 22:37:41
23,0.090930,97.0400,,0.0000,2026-06-07 22:37:51
24,0.085194,97.2300,,0.0000,2026-06-07 22:38:00
25,0.082799,97.2600,,0.0000,2026-06-07 22:38:08
26,0.081356,97.3300,,100.0000,2026-06-07 22:38:17
27,0.080211,97.3900,,0.0000,2026-06-07 22:38:26
28,0.082034,97.4600,,100.0000,2026-06-07 22:38:34
29,0.081160,97.3900,,0.0000,2026-06-07 22:38:41
30,0.081200,97.2500,,0.0000,2026-06-07 22:38:50
