round,loss,accuracy,asr,evasion_rate,timestamp
1,0.410847,88.6800,1.5493,0.0000,2026-06-07 16:52:16
2,0.187930,94.1400,0.8805,0.0000,2026-06-07 16:52:25
3,0.162074,95.4400,1.1034,100.0000,2026-06-07 16:52:34
4,0.113594,96.3300,0.4458,100.0000,2026-06-07 16:52:43
5,0.106613,96.9600,0.7691,100.0000,2026-06-07 16:52:52
6,0.111861,96.5900,2.0843,100.0000,2026-06-07 16:53:01
7,0.077484,97.6300,0.2898,100.0000,2026-06-07 16:53:10
8,0.073269,97.8000,0.4904,100.0000,2026-06-07 16:53:19
9,0.066866,97.9800,0.5796,100.0000,2026-06-07 16:53:28
10,0.075337,97.6600,0.7579,100.0000,2026-06-07 16:53:37
11,0.059726,98.0800,0.7356,100.0000,2026-06-07 16:53:46
12,0.054254,98.3300,0.6910,100.0000,2026-06-07 16:53:55
13,0.051135,98.4400,0.9808,100.0000,2026-06-07 16:54:04
14,0.048178,98.5200,0.9028,100.0000,2026-06-07 16:54:13
15,0.045092,98.6500,1.2260,100.0000,2026-06-07 16:54:22
16,0.044875,98.5800,0.7468,100.0000,2026-06-07 16:54:31
17,0.042301,98.6300,1.6050,100.0000,2026-06-07 16:54:40
18,0.040589,98.6700,0.7691,100.0000,2026-06-07 16:54:49
19,0.037316,98.7800,0.9474,100.0000,2026-06-07 16:54:57
20,0.035398,98.8400,0.6910,,2026-06-07 16:55:06
21,0.039569,98.6800,1.3932,100.0000,2026-06-07 16:55:15
22,0.041928,98.5900,3.8119,100.0000,2026-06-07 16:55:24
23,0.035678,98.8600,6.9773,100.0000,2026-06-07 16:55:33
24,0.034408,98.8300,8.0138,100.0000,2026-06-07 16:55:42
25,0.032726,98.8900,9.1395,100.0000,2026-06-07 16:55:51
26,0.034947,98.9800,8.3148,100.0000,2026-06-07 16:56:00
27,0.033624,98.8300,18.4463,100.0000,2026-06-07 16:56:09
28,0.035676,98.8400,51.1926,100.0000,2026-06-07 16:56:18
29,0.031742,98.8800,61.4802,100.0000,2026-06-07 16:56:27
30,0.032807,98.8600,69.4717,100.0000,2026-06-07 16:56:36
