round,loss,accuracy,asr,evasion_rate,timestamp
1,1.622208,37.3100,33.6937,50.0000,2026-06-07 09:40:23
2,0.550956,83.4600,4.9710,75.0000,2026-06-07 09:40:33
3,0.318432,90.1800,1.7945,0.0000,2026-06-07 09:40:42
4,0.182610,94.5600,0.5350,0.0000,2026-06-07 09:40:52
5,0.136928,95.9700,1.0700,100.0000,2026-06-07 09:41:03
6,0.655047,79.2200,100.0000,100.0000,2026-06-07 09:41:13
7,0.205894,93.5700,78.1320,0.0000,2026-06-07 09:41:23
8,0.095280,96.9500,80.0602,50.0000,2026-06-07 09:41:34
9,0.104952,96.8000,77.0062,50.0000,2026-06-07 09:41:44
10,0.087628,97.4500,93.2234,100.0000,2026-06-07 09:41:54
11,0.087099,97.1500,87.0709,50.0000,2026-06-07 09:42:04
12,0.071300,97.7600,83.7160,100.0000,2026-06-07 09:42:14
13,0.070871,97.8600,83.1364,100.0000,2026-06-07 09:42:23
14,0.063732,98.0600,72.2916,100.0000,2026-06-07 09:42:33
15,0.064594,97.9500,62.3384,0.0000,2026-06-07 09:42:44
16,0.060851,98.0400,61.6251,100.0000,2026-06-07 09:42:55
17,0.054144,98.2900,67.4320,100.0000,2026-06-07 09:43:06
18,0.059971,98.0200,48.2835,100.0000,2026-06-07 09:43:17
19,0.056849,98.0900,54.7927,100.0000,2026-06-07 09:43:27
20,0.052242,98.3400,54.9822,,2026-06-07 09:43:36
