round,loss,accuracy,asr,timestamp
1,0.613634,81.4100,0.4570,2026-03-26 16:55:15
2,0.243300,92.6100,0.8582,2026-03-26 16:55:26
3,0.172799,94.7900,0.7579,2026-03-26 16:55:37
4,0.243993,92.5200,1.3486,2026-03-26 16:55:47
5,0.158841,95.0800,0.4347,2026-03-26 16:55:58
6,0.117737,96.3700,0.4347,2026-03-26 16:56:09
7,0.100352,97.1100,0.3009,2026-03-26 16:56:20
8,0.121906,96.1200,0.4681,2026-03-26 16:56:33
9,0.118995,96.4500,0.7468,2026-03-26 16:56:45
10,0.082256,97.3700,0.3567,2026-03-26 16:56:56
11,0.126646,96.5000,0.1560,2026-03-26 16:57:07
12,0.101892,97.0400,0.4012,2026-03-26 16:57:19
13,0.140767,95.5700,0.3901,2026-03-26 16:57:31
14,0.103578,96.7700,0.2564,2026-03-26 16:57:42
15,0.101043,97.0300,0.4235,2026-03-26 16:57:53
16,0.139718,95.5000,0.1003,2026-03-26 16:58:03
17,0.092397,97.4200,0.3344,2026-03-26 16:58:14
18,0.083629,97.7800,0.3901,2026-03-26 16:58:26
19,0.121185,96.1100,0.4012,2026-03-26 16:58:38
20,0.078400,97.5900,0.3232,2026-03-26 16:58:48
21,0.086621,97.3900,0.4681,2026-03-26 16:58:59
22,0.098661,97.2300,0.4012,2026-03-26 16:59:11
23,0.084601,97.3100,0.5461,2026-03-26 16:59:22
24,0.079358,97.8100,0.3790,2026-03-26 16:59:33
25,0.082639,97.7900,0.2675,2026-03-26 16:59:44
26,0.088215,97.3600,0.2341,2026-03-26 16:59:55
27,0.065871,97.9900,0.2341,2026-03-26 17:00:06
28,0.077260,97.6400,0.3232,2026-03-26 17:00:17
29,0.073152,97.7200,0.1337,2026-03-26 17:00:27
30,0.077539,97.8900,0.2675,2026-03-26 17:00:37
31,0.087061,97.6600,0.8248,2026-03-26 17:00:48
32,0.067254,98.0800,0.3232,2026-03-26 17:00:58
33,0.109822,97.0300,0.3455,2026-03-26 17:01:09
34,0.065991,98.1200,0.2786,2026-03-26 17:01:19
35,0.102431,97.4200,0.2452,2026-03-26 17:01:30
36,0.069860,98.1300,0.3009,2026-03-26 17:01:41
37,0.067680,98.2900,0.3567,2026-03-26 17:01:52
38,0.069068,98.2800,0.3678,2026-03-26 17:02:02
39,0.069710,98.2700,0.3790,2026-03-26 17:02:13
40,0.070775,98.2700,0.3790,2026-03-26 17:02:23
41,0.071613,98.2700,0.3790,2026-03-26 17:02:35
42,0.098599,97.6200,0.1560,2026-03-26 17:02:45
43,0.082725,97.5800,0.1783,2026-03-26 17:02:56
44,0.098000,97.2900,0.1560,2026-03-26 17:03:08
45,0.078607,97.9800,0.2898,2026-03-26 17:03:18
46,0.080825,98.0200,0.2675,2026-03-26 17:03:29
47,0.071201,98.2600,0.2564,2026-03-26 17:03:40
48,0.064766,98.3100,0.2786,2026-03-26 17:03:52
49,0.064880,98.3500,0.2564,2026-03-26 17:04:02
50,0.065173,98.4000,0.2564,2026-03-26 17:04:13
