round,loss,accuracy,asr,timestamp
1,1.611671,75.9400,2.4744,2026-03-26 12:17:54
2,1.217979,89.4700,1.1034,2026-03-26 12:18:04
3,0.349605,94.9100,0.9028,2026-03-26 12:18:15
4,0.255934,95.7700,0.5239,2026-03-26 12:18:25
5,0.143909,96.6400,0.4793,2026-03-26 12:18:35
6,0.402352,95.7200,0.6576,2026-03-26 12:18:45
7,0.441969,95.9600,0.5684,2026-03-26 12:18:56
8,0.114631,97.1100,0.3790,2026-03-26 12:19:06
9,0.142051,97.2900,0.3455,2026-03-26 12:19:17
10,0.308472,96.8100,0.5239,2026-03-26 12:19:27
11,0.141447,96.9100,0.3901,2026-03-26 12:19:37
12,0.134914,96.8000,0.2118,2026-03-26 12:19:47
13,0.351848,96.0700,0.4124,2026-03-26 12:19:58
14,0.132710,97.0500,0.3901,2026-03-26 12:20:08
15,0.295545,96.2100,0.3678,2026-03-26 12:20:18
16,0.097746,97.3600,0.2786,2026-03-26 12:20:29
17,0.227476,96.6600,0.3121,2026-03-26 12:20:39
18,0.082279,97.5200,0.3232,2026-03-26 12:20:49
19,0.086527,97.5400,0.3232,2026-03-26 12:20:59
20,0.076138,97.7500,0.3232,2026-03-26 12:21:10
21,0.201689,96.8400,0.2341,2026-03-26 12:21:20
22,0.247255,96.6300,0.3455,2026-03-26 12:21:30
23,0.236405,96.3300,0.5573,2026-03-26 12:21:40
24,0.132367,97.0900,0.3009,2026-03-26 12:21:51
25,0.087842,97.5100,0.3232,2026-03-26 12:22:01
26,0.091767,97.5200,0.2564,2026-03-26 12:22:11
27,0.221615,96.2100,0.4793,2026-03-26 12:22:22
28,0.283674,95.5700,0.2564,2026-03-26 12:22:32
29,0.307750,95.1400,0.5127,2026-03-26 12:22:42
30,0.143168,96.4500,0.4012,2026-03-26 12:22:52
31,0.107788,97.1200,0.3790,2026-03-26 12:23:02
32,0.246293,95.8700,0.3567,2026-03-26 12:23:13
33,0.136259,96.9200,0.3790,2026-03-26 12:23:23
34,0.109262,97.2100,0.4458,2026-03-26 12:23:33
35,0.122355,97.0000,0.5239,2026-03-26 12:23:43
36,0.253864,95.7000,0.4124,2026-03-26 12:23:54
37,0.146143,96.5400,0.6353,2026-03-26 12:24:04
38,0.138191,96.6700,0.3901,2026-03-26 12:24:14
39,0.133622,96.8800,0.3567,2026-03-26 12:24:24
40,0.232330,95.5200,0.5907,2026-03-26 12:24:35
41,0.260482,95.1300,0.6799,2026-03-26 12:24:45
42,0.258039,94.8800,0.7356,2026-03-26 12:24:55
43,0.128315,96.7700,0.6687,2026-03-26 12:25:05
44,0.149723,96.3500,0.5461,2026-03-26 12:25:16
45,0.140776,96.4800,0.6130,2026-03-26 12:25:26
46,0.141683,96.6100,0.4904,2026-03-26 12:25:36
47,0.138340,96.4400,0.4347,2026-03-26 12:25:46
48,0.145112,96.3100,0.6130,2026-03-26 12:25:57
49,0.143651,96.5500,0.6910,2026-03-26 12:26:07
50,0.119858,96.7200,0.6130,2026-03-26 12:26:17
