round,loss,accuracy,asr,evasion_rate,timestamp
1,2.445862,27.0900,,,2026-06-07 17:46:12
2,1.850293,59.7200,,,2026-06-07 17:46:19
3,1.709953,56.3100,,,2026-06-07 17:46:26
4,1.464107,58.7500,,,2026-06-07 17:46:34
5,1.264810,67.2300,,,2026-06-07 17:46:41
6,1.080271,72.0600,,,2026-06-07 17:46:48
7,1.322057,70.4100,,,2026-06-07 17:46:55
8,0.505521,80.8000,,,2026-06-07 17:47:03
9,0.353191,88.3500,,,2026-06-07 17:47:12
10,1.044471,77.1900,,,2026-06-07 17:47:18
11,0.459441,84.3400,,,2026-06-07 17:47:26
12,0.391341,87.4000,,,2026-06-07 17:47:33
13,0.373905,88.2500,,,2026-06-07 17:47:40
14,0.442755,85.0700,,,2026-06-07 17:47:48
15,0.526380,84.1600,,,2026-06-07 17:47:55
16,0.525398,84.1800,,,2026-06-07 17:48:03
17,0.344949,88.9000,,,2026-06-07 17:48:11
18,0.407812,88.3300,,,2026-06-07 17:48:18
19,0.697779,83.6100,,,2026-06-07 17:48:26
20,0.273760,90.8100,,,2026-06-07 17:48:33
21,0.322460,90.4400,,,2026-06-07 17:48:42
22,0.272815,91.9000,,,2026-06-07 17:48:50
23,0.332558,89.5700,,,2026-06-07 17:48:58
24,0.464427,84.6300,,,2026-06-07 17:49:05
25,0.212746,93.0600,,,2026-06-07 17:49:12
26,0.268684,91.7800,,,2026-06-07 17:49:20
27,0.147461,95.3900,,,2026-06-07 17:49:27
28,0.184142,94.2400,,,2026-06-07 17:49:33
29,0.179660,94.2000,,,2026-06-07 17:49:41
30,0.164510,94.9800,,,2026-06-07 17:49:49
