round,loss,accuracy,asr,timestamp
1,2.295109,12.3400,0.0000,2026-03-26 12:43:39
2,2.276295,10.6700,0.0000,2026-03-26 12:43:49
3,1.967308,45.1200,0.0000,2026-03-26 12:43:58
4,1.283520,68.9700,0.0000,2026-03-26 12:44:08
5,0.695867,81.8500,0.4570,2026-03-26 12:44:19
6,1.237057,83.3300,1.7833,2026-03-26 12:44:30
7,1.164594,82.8500,0.7022,2026-03-26 12:44:41
8,0.348931,92.2100,0.5796,2026-03-26 12:44:52
9,0.390021,91.5100,0.5796,2026-03-26 12:45:01
10,0.756255,90.3800,0.8136,2026-03-26 12:45:12
11,0.435428,91.2900,0.3232,2026-03-26 12:45:23
12,0.359602,91.4000,0.4793,2026-03-26 12:45:33
13,0.527475,90.7500,0.2898,2026-03-26 12:45:43
14,0.404550,90.9300,0.3901,2026-03-26 12:45:53
15,0.579905,90.9700,0.3232,2026-03-26 12:46:05
16,0.320731,92.2600,0.4570,2026-03-26 12:46:16
17,0.629820,90.1100,0.4235,2026-03-26 12:46:28
18,0.306139,91.8500,0.4347,2026-03-26 12:46:39
19,0.272177,92.9200,0.4570,2026-03-26 12:46:48
20,0.240730,93.4200,0.5239,2026-03-26 12:46:58
21,0.430061,93.0300,0.7914,2026-03-26 12:47:08
22,0.543368,92.9200,1.3486,2026-03-26 12:47:18
23,0.523303,92.4100,0.5684,2026-03-26 12:47:30
24,0.403302,91.0600,0.4012,2026-03-26 12:47:41
25,0.282982,91.9200,0.4570,2026-03-26 12:47:51
26,0.278884,92.4000,0.3678,2026-03-26 12:48:01
27,0.404109,93.3300,0.4793,2026-03-26 12:48:12
28,0.564764,90.4700,0.2564,2026-03-26 12:48:21
29,0.554623,89.0200,0.1672,2026-03-26 12:48:30
30,0.400059,90.7400,0.3567,2026-03-26 12:48:41
31,0.368543,90.2100,0.2452,2026-03-26 12:48:51
32,0.479008,90.9500,0.5684,2026-03-26 12:49:01
33,0.403739,89.6500,0.3567,2026-03-26 12:49:11
34,0.284091,92.7800,0.6576,2026-03-26 12:49:21
35,0.270835,93.3600,0.7245,2026-03-26 12:49:30
36,0.465178,92.0400,0.5016,2026-03-26 12:49:40
37,0.378591,91.4800,0.4347,2026-03-26 12:49:49
38,0.367933,91.8800,0.4458,2026-03-26 12:50:00
39,0.332183,92.3400,0.3678,2026-03-26 12:50:09
40,0.488438,89.9500,0.1560,2026-03-26 12:50:18
41,0.607099,90.1300,0.2786,2026-03-26 12:50:28
42,0.684924,86.1800,0.2898,2026-03-26 12:50:38
43,0.423105,89.4900,0.2564,2026-03-26 12:50:48
44,0.415109,89.7900,0.4347,2026-03-26 12:50:57
45,0.426151,89.3200,0.3790,2026-03-26 12:51:07
46,0.313218,92.9500,0.7245,2026-03-26 12:51:18
47,0.378693,90.6100,0.2898,2026-03-26 12:51:27
48,0.364346,91.4600,0.2452,2026-03-26 12:51:38
49,0.381361,90.8000,0.2898,2026-03-26 12:51:49
50,0.329401,91.4300,0.3678,2026-03-26 12:51:59
