round,loss,accuracy,asr,evasion_rate,timestamp
1,1.262728,71.7800,,,2026-06-07 18:29:58
2,0.452726,86.8700,,,2026-06-07 18:30:04
3,0.255823,92.3500,,,2026-06-07 18:30:12
4,0.176501,94.7600,,,2026-06-07 18:30:19
5,0.147426,95.4600,,,2026-06-07 18:30:26
6,0.119354,96.3400,,,2026-06-07 18:30:33
7,0.101726,96.5600,,,2026-06-07 18:30:40
8,0.087944,97.0200,,,2026-06-07 18:30:49
9,0.080472,97.5000,,,2026-06-07 18:30:57
10,0.080609,97.4300,,,2026-06-07 18:31:03
11,0.069055,97.8000,,,2026-06-07 18:31:11
12,0.068256,97.8600,,,2026-06-07 18:31:18
13,0.070060,97.6400,,,2026-06-07 18:31:26
14,0.060296,98.0600,,,2026-06-07 18:31:33
15,0.056266,98.1800,,,2026-06-07 18:31:40
16,0.056829,98.1900,,,2026-06-07 18:31:48
17,0.050724,98.4500,,,2026-06-07 18:31:56
18,0.054023,98.2200,,,2026-06-07 18:32:03
19,0.054272,98.2600,,,2026-06-07 18:32:11
20,0.055018,98.2100,,,2026-06-07 18:32:18
21,0.048607,98.4100,,,2026-06-07 18:32:27
22,0.043253,98.6100,,,2026-06-07 18:32:35
23,0.044268,98.4600,,,2026-06-07 18:32:43
24,0.042622,98.5500,,,2026-06-07 18:32:50
25,0.049081,98.2700,,,2026-06-07 18:32:57
26,0.043392,98.6000,,,2026-06-07 18:33:05
27,0.039648,98.7200,,,2026-06-07 18:33:12
28,0.042310,98.6800,,,2026-06-07 18:33:18
29,0.037527,98.7000,,,2026-06-07 18:33:26
30,0.041622,98.5900,,,2026-06-07 18:33:34
