round,loss,accuracy,asr,evasion_rate,timestamp
1,2.300212,9.5800,,,2026-06-07 20:12:03
2,2.290513,10.3100,,,2026-06-07 20:12:12
3,2.267529,20.9200,,,2026-06-07 20:12:22
4,2.208001,47.3700,,,2026-06-07 20:12:32
5,2.016201,73.6800,,,2026-06-07 20:12:42
6,1.258211,80.2900,,,2026-06-07 20:12:51
7,0.551762,91.6600,,,2026-06-07 20:13:00
8,0.309061,93.0700,,,2026-06-07 20:13:10
9,0.220403,93.9300,,,2026-06-07 20:13:18
10,0.189825,94.6500,,,2026-06-07 20:13:27
11,0.165079,95.4900,,,2026-06-07 20:13:38
12,0.152436,95.6200,,,2026-06-07 20:13:48
13,0.141708,95.7600,,,2026-06-07 20:13:57
14,0.134421,95.8100,,,2026-06-07 20:14:07
15,0.120221,96.4400,,,2026-06-07 20:14:15
16,0.112320,96.6400,,,2026-06-07 20:14:24
17,0.107456,96.8500,,,2026-06-07 20:14:34
18,0.101278,96.9100,,,2026-06-07 20:14:43
19,0.104676,96.6400,,,2026-06-07 20:14:52
20,0.100566,96.8000,,,2026-06-07 20:15:02
21,0.087758,97.1600,,,2026-06-07 20:15:11
22,0.084973,97.2900,,,2026-06-07 20:15:20
23,0.085295,97.2200,,,2026-06-07 20:15:30
24,0.081925,97.3100,,,2026-06-07 20:15:39
25,0.081560,97.3200,,,2026-06-07 20:15:48
26,0.078011,97.4000,,,2026-06-07 20:15:57
27,0.079868,97.3100,,,2026-06-07 20:16:05
28,0.076627,97.4100,,,2026-06-07 20:16:13
29,0.074255,97.5300,,,2026-06-07 20:16:23
30,0.071657,97.5700,,,2026-06-07 20:16:33
