round,loss,accuracy,asr,evasion_rate,timestamp
1,0.985578,63.3400,17.3540,50.0000,2026-06-07 18:03:28
2,0.649418,73.7500,0.3009,50.0000,2026-06-07 18:03:36
3,0.438025,84.7000,12.7954,50.0000,2026-06-07 18:03:44
4,0.174556,94.5100,0.9028,50.0000,2026-06-07 18:03:53
5,0.250288,91.7200,2.8087,0.0000,2026-06-07 18:04:02
6,0.202087,93.5200,1.8613,33.3333,2026-06-07 18:04:10
7,0.346044,89.0900,20.5751,,2026-06-07 18:04:19
8,0.159831,94.8300,1.5938,50.0000,2026-06-07 18:04:29
9,0.119028,96.1300,7.1333,50.0000,2026-06-07 18:04:39
10,0.181009,94.4000,8.5488,50.0000,2026-06-07 18:04:46
11,0.144876,95.2600,22.1132,50.0000,2026-06-07 18:04:56
12,0.095081,97.0100,27.8533,,2026-06-07 18:05:04
13,0.088838,97.2100,22.5033,0.0000,2026-06-07 18:05:13
14,0.090968,97.1200,27.3852,0.0000,2026-06-07 18:05:22
15,0.139363,95.5900,17.4989,33.3333,2026-06-07 18:05:30
16,0.118885,96.2700,39.5007,33.3333,2026-06-07 18:05:40
17,0.130577,96.0900,42.2871,33.3333,2026-06-07 18:05:49
18,0.157941,95.5600,68.4351,0.0000,2026-06-07 18:05:57
19,0.189010,93.8300,30.7624,50.0000,2026-06-07 18:06:07
20,0.130057,96.0300,83.7606,100.0000,2026-06-07 18:06:16
21,0.126861,95.9900,58.9501,50.0000,2026-06-07 18:06:26
22,0.077302,97.6100,95.4302,50.0000,2026-06-07 18:06:35
23,0.101677,96.9200,76.8391,25.0000,2026-06-07 18:06:45
24,0.060841,98.0700,98.8185,50.0000,2026-06-07 18:06:53
25,0.232750,93.0200,76.1815,100.0000,2026-06-07 18:07:02
26,0.093115,96.9700,99.1306,50.0000,2026-06-07 18:07:10
27,0.095063,96.9600,87.7285,50.0000,2026-06-07 18:07:20
28,0.088420,97.4000,99.7102,33.3333,2026-06-07 18:07:27
29,0.066803,97.8100,99.2755,0.0000,2026-06-07 18:07:36
30,0.111828,96.3600,96.9015,33.3333,2026-06-07 18:07:45
