round,loss,accuracy,asr,timestamp
1,0.562584,82.9800,5.8738,2026-03-26 13:44:09
2,0.220231,94.1000,0.7914,2026-03-26 13:44:19
3,0.142210,95.8800,0.6353,2026-03-26 13:44:29
4,0.124392,96.7100,0.4124,2026-03-26 13:44:39
5,0.096147,97.1100,0.4235,2026-03-26 13:44:49
6,0.102154,97.3600,0.6576,2026-03-26 13:44:59
7,0.080831,97.5200,0.2898,2026-03-26 13:45:10
8,0.068975,97.8800,0.3009,2026-03-26 13:45:20
9,0.067285,98.0600,0.3009,2026-03-26 13:45:30
10,0.062191,98.2300,0.3901,2026-03-26 13:45:40
11,0.056486,98.2100,0.2452,2026-03-26 13:45:50
12,0.055449,98.2500,0.2564,2026-03-26 13:46:00
13,0.052895,98.5400,0.2675,2026-03-26 13:46:10
14,0.047403,98.5400,0.2452,2026-03-26 13:46:20
15,0.049182,98.6000,0.1783,2026-03-26 13:46:30
16,0.044184,98.6400,0.2118,2026-03-26 13:46:40
17,0.051661,98.5200,0.2341,2026-03-26 13:46:50
18,0.043654,98.7300,0.2675,2026-03-26 13:47:00
19,0.040036,98.7500,0.2118,2026-03-26 13:47:10
20,0.040040,98.7000,0.2118,2026-03-26 13:47:20
21,0.041206,98.8000,0.2564,2026-03-26 13:47:30
22,0.039289,98.7900,0.2675,2026-03-26 13:47:40
23,0.039574,98.7600,0.2452,2026-03-26 13:47:50
24,0.037178,98.8500,0.2229,2026-03-26 13:48:00
25,0.035258,98.8800,0.2341,2026-03-26 13:48:10
26,0.033645,99.0000,0.1783,2026-03-26 13:48:20
27,0.035545,98.8500,0.2006,2026-03-26 13:48:30
28,0.037016,98.9500,0.2564,2026-03-26 13:48:40
29,0.035560,98.8600,0.1895,2026-03-26 13:48:50
30,0.032959,99.0000,0.2118,2026-03-26 13:49:00
31,0.031810,98.9700,0.1783,2026-03-26 13:49:10
32,0.031913,98.8900,0.1783,2026-03-26 13:49:20
33,0.030968,98.9200,0.1783,2026-03-26 13:49:30
34,0.028623,99.0000,0.1560,2026-03-26 13:49:40
35,0.031595,98.9900,0.1560,2026-03-26 13:49:50
36,0.029651,99.0800,0.1895,2026-03-26 13:50:00
37,0.030902,99.0400,0.1449,2026-03-26 13:50:10
38,0.030008,99.0600,0.2006,2026-03-26 13:50:20
39,0.031865,99.0200,0.2229,2026-03-26 13:50:30
40,0.030201,99.0000,0.2118,2026-03-26 13:50:40
41,0.029546,99.0700,0.2006,2026-03-26 13:50:50
42,0.027517,99.1100,0.1895,2026-03-26 13:51:00
43,0.027156,99.0900,0.1449,2026-03-26 13:51:10
44,0.031224,98.9300,0.3455,2026-03-26 13:51:20
45,0.027489,99.0900,0.1783,2026-03-26 13:51:30
46,0.027611,99.1300,0.1672,2026-03-26 13:51:40
47,0.026827,99.0800,0.1226,2026-03-26 13:51:50
48,0.026767,99.1100,0.2006,2026-03-26 13:52:01
49,0.027439,99.0800,0.2229,2026-03-26 13:52:11
50,0.026035,99.1500,0.2006,2026-03-26 13:52:21
