round,loss,accuracy,asr,evasion_rate,timestamp
1,2.899737,43.9700,,0.0000,2026-06-07 22:21:03
2,0.944447,77.2800,,0.0000,2026-06-07 22:21:11
3,1.074526,74.0600,,0.0000,2026-06-07 22:21:18
4,0.930157,82.3400,,0.0000,2026-06-07 22:21:26
5,0.647962,80.3400,,0.0000,2026-06-07 22:21:35
6,0.484110,85.0100,,0.0000,2026-06-07 22:21:44
7,0.630338,81.3300,,0.0000,2026-06-07 22:21:53
8,0.396002,87.4700,,0.0000,2026-06-07 22:22:03
9,0.533286,84.7000,,0.0000,2026-06-07 22:22:10
10,0.272827,91.8000,,0.0000,2026-06-07 22:22:19
11,0.283080,90.6600,,0.0000,2026-06-07 22:22:27
12,0.276844,91.1100,,0.0000,2026-06-07 22:22:35
13,0.274146,91.4800,,0.0000,2026-06-07 22:22:43
14,0.253133,92.2500,,0.0000,2026-06-07 22:22:52
15,0.296340,91.0400,,0.0000,2026-06-07 22:23:01
16,0.306338,90.6500,,0.0000,2026-06-07 22:23:10
17,0.301591,90.4800,,0.0000,2026-06-07 22:23:19
18,0.224505,92.7500,,0.0000,2026-06-07 22:23:28
19,0.202998,93.3800,,0.0000,2026-06-07 22:23:36
20,0.238522,92.8100,,,2026-06-07 22:23:44
21,0.260059,92.6500,,0.0000,2026-06-07 22:23:52
22,0.223617,93.8000,,0.0000,2026-06-07 22:24:01
23,0.235729,92.6100,,0.0000,2026-06-07 22:24:10
24,0.363452,89.3100,,0.0000,2026-06-07 22:24:20
25,0.329334,91.0100,,0.0000,2026-06-07 22:24:27
26,0.268194,92.4300,,0.0000,2026-06-07 22:24:36
27,0.210281,93.6700,,0.0000,2026-06-07 22:24:45
28,0.299199,91.8200,,0.0000,2026-06-07 22:24:52
29,0.213345,94.2500,,0.0000,2026-06-07 22:24:59
30,0.233487,93.9300,,0.0000,2026-06-07 22:25:08
