round,loss,accuracy,asr,timestamp
1,2.989114,6.3700,29.3246,2026-03-26 10:58:34
2,14.006215,2.6300,26.3932,2026-03-26 10:58:44
3,4.944700,8.7600,10.5105,2026-03-26 10:58:54
4,19.904240,4.2600,0.8025,2026-03-26 10:59:04
5,57.760086,2.8700,0.0000,2026-03-26 10:59:15
6,42.094511,15.3800,2.0731,2026-03-26 10:59:26
7,1122.834746,4.9200,0.0000,2026-03-26 10:59:37
8,269.655587,9.6700,0.0000,2026-03-26 10:59:48
9,108.303223,9.1300,0.1226,2026-03-26 10:59:57
10,1492.610838,10.3900,0.0000,2026-03-26 11:00:08
11,810.660826,10.5900,86.8145,2026-03-26 11:00:19
12,265.592998,10.1200,1.0477,2026-03-26 11:00:29
13,11600.947153,7.7000,0.0557,2026-03-26 11:00:39
14,5931.533237,9.5200,0.0000,2026-03-26 11:00:49
15,5364.347597,10.2300,0.0000,2026-03-26 11:01:00
16,331.422236,10.5900,0.0000,2026-03-26 11:01:11
17,551.320523,10.1100,0.0000,2026-03-26 11:01:22
18,32.240248,9.1600,41.6630,2026-03-26 11:01:33
19,62.751541,8.8800,0.0000,2026-03-26 11:01:44
20,8.909019,9.2300,19.4494,2026-03-26 11:01:53
21,201.105407,6.9100,0.0780,2026-03-26 11:02:04
22,825.693482,11.1200,0.0000,2026-03-26 11:02:14
23,8154.915395,10.3200,0.0000,2026-03-26 11:02:26
24,18584.516331,9.5800,0.0000,2026-03-26 11:02:37
25,2.652406,10.9000,51.8168,2026-03-26 11:02:47
26,47.205413,9.6400,6.2751,2026-03-26 11:02:58
27,4697.538540,11.0400,0.1672,2026-03-26 11:03:09
28,47859.940331,9.7400,0.0000,2026-03-26 11:03:18
29,4994.388960,8.8100,0.0000,2026-03-26 11:03:27
30,1304.156948,13.0000,25.1226,2026-03-26 11:03:38
31,196.948015,9.3600,9.8975,2026-03-26 11:03:48
32,4371.938678,9.8000,0.0000,2026-03-26 11:03:58
33,246.954499,7.8900,16.7410,2026-03-26 11:04:09
34,470.721852,15.1800,37.5167,2026-03-26 11:04:19
35,117.867849,9.5900,0.5907,2026-03-26 11:04:29
36,474.013726,9.1600,4.3246,2026-03-26 11:04:39
37,1973.496535,9.7400,0.0000,2026-03-26 11:04:48
38,6182.874002,9.8200,0.0000,2026-03-26 11:04:58
39,434.828964,9.9600,0.0000,2026-03-26 11:05:08
40,896.796124,10.3700,0.0111,2026-03-26 11:05:17
41,1565.103646,12.7200,5.5617,2026-03-26 11:05:27
42,1710.986105,9.8400,0.7802,2026-03-26 11:05:37
43,42.108635,7.7400,21.0544,2026-03-26 11:05:47
44,1551.313204,9.7700,0.0446,2026-03-26 11:05:55
45,766.508702,6.0800,38.0852,2026-03-26 11:06:06
46,662.337247,8.9700,0.0000,2026-03-26 11:06:17
47,154.959913,10.3600,0.0111,2026-03-26 11:06:25
48,1058.988439,11.1600,0.2564,2026-03-26 11:06:36
49,1307.757563,9.8700,0.0000,2026-03-26 11:06:47
50,116.167861,16.2500,3.2992,2026-03-26 11:06:57
