round,loss,accuracy,asr,evasion_rate,timestamp
1,1.014055,79.9400,,,2026-06-07 17:24:29
2,0.310962,90.4400,,,2026-06-07 17:24:36
3,0.176517,94.6100,,,2026-06-07 17:24:43
4,0.137708,95.6100,,,2026-06-07 17:24:51
5,0.127786,96.0500,,,2026-06-07 17:24:58
6,0.096267,96.9200,,,2026-06-07 17:25:05
7,0.091573,97.2100,,,2026-06-07 17:25:12
8,0.072426,97.5100,,,2026-06-07 17:25:21
9,0.071909,97.5600,,,2026-06-07 17:25:29
10,0.069936,97.8600,,,2026-06-07 17:25:35
11,0.056948,98.2000,,,2026-06-07 17:25:44
12,0.055728,98.1700,,,2026-06-07 17:25:51
13,0.053417,98.2100,,,2026-06-07 17:25:58
14,0.053854,98.2400,,,2026-06-07 17:26:05
15,0.047276,98.4100,,,2026-06-07 17:26:13
16,0.045087,98.4800,,,2026-06-07 17:26:21
17,0.048299,98.4400,,,2026-06-07 17:26:28
18,0.042048,98.5800,,,2026-06-07 17:26:36
19,0.041996,98.5600,,,2026-06-07 17:26:44
20,0.042942,98.5900,,,2026-06-07 17:26:51
21,0.038649,98.8200,,,2026-06-07 17:27:00
22,0.037770,98.7600,,,2026-06-07 17:27:08
23,0.041339,98.7100,,,2026-06-07 17:27:16
24,0.041492,98.6000,,,2026-06-07 17:27:22
25,0.042989,98.6500,,,2026-06-07 17:27:30
26,0.042095,98.6300,,,2026-06-07 17:27:37
27,0.034821,98.8300,,,2026-06-07 17:27:45
28,0.040043,98.6400,,,2026-06-07 17:27:52
29,0.041360,98.7300,,,2026-06-07 17:28:00
30,0.036454,98.7900,,,2026-06-07 17:28:08
