round,loss,accuracy,asr,evasion_rate,timestamp
1,2.835421,25.4300,,0.0000,2026-06-08 00:07:44
2,1.680689,50.3300,,0.0000,2026-06-08 00:07:53
3,1.669739,66.1500,,0.0000,2026-06-08 00:08:01
4,1.259064,75.5800,,0.0000,2026-06-08 00:08:10
5,0.498749,82.3100,,0.0000,2026-06-08 00:08:19
6,0.607219,81.4700,,0.0000,2026-06-08 00:08:28
7,0.461956,83.6600,,0.0000,2026-06-08 00:08:36
8,0.521513,81.3800,,0.0000,2026-06-08 00:08:45
9,0.343731,89.0000,,0.0000,2026-06-08 00:08:52
10,0.392485,87.8700,,0.0000,2026-06-08 00:09:00
11,0.287305,90.8600,,0.0000,2026-06-08 00:09:10
12,0.213290,93.3300,,0.0000,2026-06-08 00:09:18
13,0.277700,92.0900,,0.0000,2026-06-08 00:09:27
14,0.310272,90.0100,,0.0000,2026-06-08 00:09:36
15,0.211257,93.2800,,0.0000,2026-06-08 00:09:44
16,0.190620,94.0100,,0.0000,2026-06-08 00:09:53
17,0.206762,93.8500,,0.0000,2026-06-08 00:10:02
18,0.206575,94.0100,,0.0000,2026-06-08 00:10:10
19,0.328906,90.0600,,0.0000,2026-06-08 00:10:18
20,0.240713,92.4100,,0.0000,2026-06-08 00:10:27
21,0.200488,93.1400,,0.0000,2026-06-08 00:10:35
22,0.262440,92.9200,,0.0000,2026-06-08 00:10:44
23,0.279728,92.0300,,0.0000,2026-06-08 00:10:52
24,0.201373,93.9500,,0.0000,2026-06-08 00:11:01
25,0.213947,93.2600,,0.0000,2026-06-08 00:11:09
26,0.164464,94.7300,,0.0000,2026-06-08 00:11:17
27,0.235336,93.6500,,0.0000,2026-06-08 00:11:24
28,0.198502,94.4000,,0.0000,2026-06-08 00:11:31
29,0.189397,93.4600,,0.0000,2026-06-08 00:11:40
30,0.141241,95.3800,,0.0000,2026-06-08 00:11:48
