round,loss,accuracy,asr,evasion_rate,timestamp
1,2.445862,27.0900,0.0000,0.0000,2026-06-07 17:54:29
2,2.885292,10.1400,0.0000,0.0000,2026-06-07 17:54:37
3,2.473519,26.4700,0.0111,0.0000,2026-06-07 17:54:46
4,2.339254,36.3200,36.9483,0.0000,2026-06-07 17:54:55
5,2.099932,48.0000,14.3446,0.0000,2026-06-07 17:55:03
6,1.248532,62.3800,0.0000,0.0000,2026-06-07 17:55:12
7,1.270261,71.7000,0.0000,,2026-06-07 17:55:20
8,0.860566,71.8000,0.0780,0.0000,2026-06-07 17:55:30
9,0.663059,79.3900,0.0223,0.0000,2026-06-07 17:55:40
10,0.858759,73.6500,6.8992,0.0000,2026-06-07 17:55:47
11,0.572612,82.7800,1.7833,0.0000,2026-06-07 17:55:57
12,0.728136,80.1200,3.3660,,2026-06-07 17:56:06
13,0.957414,75.6800,7.3451,0.0000,2026-06-07 17:56:14
14,0.593600,83.9700,4.6032,0.0000,2026-06-07 17:56:23
15,0.746009,80.8900,2.4632,0.0000,2026-06-07 17:56:32
16,0.225319,93.1700,0.1337,0.0000,2026-06-07 17:56:41
17,0.479261,84.9500,3.3772,0.0000,2026-06-07 17:56:50
18,0.494065,85.9300,4.7035,0.0000,2026-06-07 17:56:59
19,0.415417,86.9200,0.0557,0.0000,2026-06-07 17:57:08
20,0.572050,83.0000,0.2452,0.0000,2026-06-07 17:57:17
21,0.472407,86.0400,2.2626,0.0000,2026-06-07 17:57:27
22,0.418784,87.4900,1.9059,0.0000,2026-06-07 17:57:37
23,0.515876,84.2900,8.7940,25.0000,2026-06-07 17:57:46
24,0.352942,89.6300,1.6273,0.0000,2026-06-07 17:57:54
25,0.381155,87.7300,0.1783,0.0000,2026-06-07 17:58:03
26,0.441745,85.9800,0.2229,0.0000,2026-06-07 17:58:12
27,0.511342,82.0400,0.1003,0.0000,2026-06-07 17:58:21
28,0.532598,82.5000,0.6687,0.0000,2026-06-07 17:58:29
29,0.288269,90.8600,2.1846,0.0000,2026-06-07 17:58:38
30,0.342037,89.5600,2.5524,0.0000,2026-06-07 17:58:47
