round,loss,accuracy,asr,evasion_rate,timestamp
1,1.167467,73.8300,7.0330,100.0000,2026-06-07 17:32:50
2,0.410139,88.5400,1.1257,100.0000,2026-06-07 17:32:58
3,0.187146,94.4500,1.0700,100.0000,2026-06-07 17:33:07
4,0.137626,95.8400,0.6576,100.0000,2026-06-07 17:33:16
5,0.119913,96.2300,0.8248,100.0000,2026-06-07 17:33:24
6,0.103794,97.0200,0.8582,100.0000,2026-06-07 17:33:32
7,0.086115,97.2800,0.3121,,2026-06-07 17:33:41
8,0.073414,97.7700,0.4904,100.0000,2026-06-07 17:33:51
9,0.072098,97.8100,0.3790,100.0000,2026-06-07 17:34:01
10,0.074878,97.7300,1.0031,100.0000,2026-06-07 17:34:08
11,0.057709,98.3700,0.3678,100.0000,2026-06-07 17:34:17
12,0.057576,98.2000,0.3790,,2026-06-07 17:34:26
13,0.053787,98.3800,0.3121,100.0000,2026-06-07 17:34:34
14,0.056921,98.1500,0.2341,100.0000,2026-06-07 17:34:43
15,0.052058,98.3400,0.9251,100.0000,2026-06-07 17:34:52
16,0.046842,98.6000,0.5350,100.0000,2026-06-07 17:35:01
17,0.046029,98.5900,0.8359,100.0000,2026-06-07 17:35:10
18,0.042412,98.6100,0.4347,100.0000,2026-06-07 17:35:18
19,0.045283,98.5400,0.3567,100.0000,2026-06-07 17:35:28
20,0.042068,98.6800,0.6910,100.0000,2026-06-07 17:35:37
21,0.044090,98.6000,0.8471,100.0000,2026-06-07 17:35:46
22,0.042297,98.6700,0.7468,100.0000,2026-06-07 17:35:56
23,0.045759,98.4800,0.7468,100.0000,2026-06-07 17:36:05
24,0.039610,98.7400,1.1369,100.0000,2026-06-07 17:36:13
25,0.041526,98.7000,1.0811,100.0000,2026-06-07 17:36:22
26,0.040176,98.6800,1.7610,100.0000,2026-06-07 17:36:31
27,0.037358,98.8400,1.3932,100.0000,2026-06-07 17:36:40
28,0.036649,98.8000,3.1431,100.0000,2026-06-07 17:36:47
29,0.042548,98.6400,1.1703,100.0000,2026-06-07 17:36:56
30,0.041505,98.7100,5.9184,100.0000,2026-06-07 17:37:05
