round,loss,accuracy,asr,evasion_rate,timestamp
1,1.434553,56.1900,18.9478,50.0000,2026-06-07 20:46:44
2,0.550288,83.1300,1.1592,0.0000,2026-06-07 20:46:53
3,0.376573,86.8000,2.9982,33.3333,2026-06-07 20:47:02
4,0.166313,95.3700,0.9028,50.0000,2026-06-07 20:47:11
5,0.147813,95.9500,1.2595,100.0000,2026-06-07 20:47:21
6,0.119586,96.9200,0.8471,100.0000,2026-06-07 20:47:30
7,0.087619,97.4800,0.4793,100.0000,2026-06-07 20:47:39
8,0.078533,97.4800,0.3567,100.0000,2026-06-07 20:47:48
9,0.079463,97.6200,0.3901,100.0000,2026-06-07 20:47:56
10,0.072228,97.6900,0.3121,100.0000,2026-06-07 20:48:05
11,0.068303,98.0300,0.4458,100.0000,2026-06-07 20:48:15
12,0.069673,97.8500,0.6687,100.0000,2026-06-07 20:48:24
13,0.073767,97.6100,0.6799,100.0000,2026-06-07 20:48:33
14,0.055530,98.1800,0.3901,100.0000,2026-06-07 20:48:42
15,0.058370,98.1300,0.5350,100.0000,2026-06-07 20:48:50
16,0.054656,98.1000,0.6910,100.0000,2026-06-07 20:49:00
17,0.048898,98.4100,0.5796,100.0000,2026-06-07 20:49:09
18,0.056100,98.0600,0.8471,100.0000,2026-06-07 20:49:18
19,0.072054,97.6900,2.5970,100.0000,2026-06-07 20:49:27
20,0.062673,98.0000,5.7624,100.0000,2026-06-07 20:49:37
21,0.046022,98.4600,3.1543,100.0000,2026-06-07 20:49:45
22,0.047991,98.3300,3.3437,100.0000,2026-06-07 20:49:54
23,0.052396,98.2300,5.7401,100.0000,2026-06-07 20:50:03
24,0.045791,98.5600,21.0321,100.0000,2026-06-07 20:50:12
25,0.041528,98.6600,12.3941,100.0000,2026-06-07 20:50:21
26,0.040045,98.6600,14.3000,100.0000,2026-06-07 20:50:29
27,0.042437,98.5200,13.1409,100.0000,2026-06-07 20:50:37
28,0.046889,98.3500,20.6420,100.0000,2026-06-07 20:50:45
29,0.050658,98.4500,42.2760,100.0000,2026-06-07 20:50:55
30,0.038311,98.6100,36.3798,100.0000,2026-06-07 20:51:03
