round,loss,accuracy,asr,evasion_rate,timestamp
1,3.092300,9.5800,,100.0000,2026-06-07 23:54:27
2,338.646838,9.5800,,100.0000,2026-06-07 23:54:36
3,59256.808031,8.9200,,100.0000,2026-06-07 23:54:44
4,243421.959300,8.9200,,100.0000,2026-06-07 23:54:52
5,16346.389728,8.9400,,100.0000,2026-06-07 23:55:01
6,712417.465800,9.5800,,100.0000,2026-06-07 23:55:09
7,14847.107447,9.5800,,100.0000,2026-06-07 23:55:17
8,7397.538157,9.5800,,100.0000,2026-06-07 23:55:26
9,32425.428631,9.5800,,100.0000,2026-06-07 23:55:33
10,260685.273950,9.5800,,100.0000,2026-06-07 23:55:41
11,217866.991325,9.5800,,100.0000,2026-06-07 23:55:50
12,2210596.937200,9.5800,,100.0000,2026-06-07 23:55:59
13,249462520.038400,9.5800,,100.0000,2026-06-07 23:56:07
14,1159853.332600,9.5800,,100.0000,2026-06-07 23:56:15
15,14678102.921600,9.5800,,100.0000,2026-06-07 23:56:23
16,195988895.897600,9.5800,,100.0000,2026-06-07 23:56:31
17,36787646.156800,9.5800,,100.0000,2026-06-07 23:56:40
18,92688764.608000,9.5800,,100.0000,2026-06-07 23:56:48
19,3681493761.228800,9.5800,,100.0000,2026-06-07 23:56:56
20,1688069055.692800,9.5800,,100.0000,2026-06-07 23:57:05
21,171290077.644800,9.5800,,100.0000,2026-06-07 23:57:13
22,250686802.969600,9.5800,,100.0000,2026-06-07 23:57:21
23,11340824718.540800,9.5800,,100.0000,2026-06-07 23:57:30
24,7152074480.025600,9.5800,,100.0000,2026-06-07 23:57:38
25,414945195.929600,9.5800,,100.0000,2026-06-07 23:57:46
26,473801581.516800,9.5800,,100.0000,2026-06-07 23:57:54
27,458697364.787200,9.5800,,100.0000,2026-06-07 23:58:01
28,414019098.828800,9.5800,,100.0000,2026-06-07 23:58:08
29,504040298.137600,9.5800,,100.0000,2026-06-07 23:58:17
30,6971420781.772800,9.5800,,100.0000,2026-06-07 23:58:26
