round,loss,accuracy,asr,evasion_rate,timestamp
1,1.365707,52.0300,29.9710,100.0000,2026-06-07 19:38:35
2,0.503574,84.2600,2.7196,100.0000,2026-06-07 19:38:44
3,0.255617,91.9500,2.6527,100.0000,2026-06-07 19:38:54
4,0.119748,96.6100,0.7022,100.0000,2026-06-07 19:39:04
5,0.108781,96.6900,0.6353,100.0000,2026-06-07 19:39:14
6,0.086521,97.2500,0.7245,100.0000,2026-06-07 19:39:23
7,0.071182,97.9000,0.4570,100.0000,2026-06-07 19:39:33
8,0.078902,97.4900,0.3678,100.0000,2026-06-07 19:39:43
9,0.069008,97.8400,0.4793,100.0000,2026-06-07 19:39:51
10,0.058314,98.1300,0.5573,100.0000,2026-06-07 19:40:01
11,0.063084,97.9400,0.2564,100.0000,2026-06-07 19:40:11
12,0.063909,97.9700,0.7579,100.0000,2026-06-07 19:40:20
13,0.068318,97.8200,0.9028,100.0000,2026-06-07 19:40:30
14,0.048794,98.4400,0.4012,100.0000,2026-06-07 19:40:40
15,0.046177,98.4700,0.5573,100.0000,2026-06-07 19:40:49
16,0.051108,98.2500,1.0143,100.0000,2026-06-07 19:40:59
17,0.041705,98.6800,0.4681,100.0000,2026-06-07 19:41:08
18,0.044224,98.4500,0.9585,100.0000,2026-06-07 19:41:18
19,0.056566,98.1900,0.7468,100.0000,2026-06-07 19:41:28
20,0.045320,98.5900,0.9251,100.0000,2026-06-07 19:41:38
21,0.040685,98.7100,0.5461,100.0000,2026-06-07 19:41:47
22,0.039643,98.6900,0.9920,100.0000,2026-06-07 19:41:56
23,0.041981,98.5700,1.0923,100.0000,2026-06-07 19:42:06
24,0.046612,98.5700,2.2180,100.0000,2026-06-07 19:42:16
25,0.039915,98.6200,1.3375,100.0000,2026-06-07 19:42:26
26,0.042229,98.5500,0.9585,100.0000,2026-06-07 19:42:35
27,0.039637,98.6800,1.1480,100.0000,2026-06-07 19:42:44
28,0.052018,98.3900,1.5604,100.0000,2026-06-07 19:42:52
29,0.046317,98.4500,2.9648,100.0000,2026-06-07 19:43:03
30,0.034943,98.8200,1.9840,100.0000,2026-06-07 19:43:12
