round,loss,accuracy,asr,timestamp
1,0.923159,84.0600,1.6942,2026-03-26 13:00:49
2,0.536386,93.3700,0.9140,2026-03-26 13:00:59
3,0.166050,95.5200,0.4681,2026-03-26 13:01:09
4,0.123189,96.3500,0.4681,2026-03-26 13:01:20
5,0.107965,96.9500,0.3232,2026-03-26 13:01:30
6,0.193984,96.7300,0.4012,2026-03-26 13:01:40
7,0.093504,97.6100,0.4347,2026-03-26 13:01:50
8,0.085850,97.5900,0.2341,2026-03-26 13:02:01
9,0.083739,97.7900,0.3901,2026-03-26 13:02:11
10,0.094679,97.9900,0.2564,2026-03-26 13:02:21
11,0.072266,98.0200,0.3009,2026-03-26 13:02:31
12,0.083227,98.0400,0.2229,2026-03-26 13:02:42
13,0.072836,98.1000,0.3455,2026-03-26 13:02:52
14,0.064368,98.2200,0.2564,2026-03-26 13:03:02
15,0.062183,98.4500,0.2898,2026-03-26 13:03:12
16,0.054101,98.4500,0.2118,2026-03-26 13:03:22
17,0.054544,98.4700,0.2675,2026-03-26 13:03:32
18,0.048618,98.6200,0.2341,2026-03-26 13:03:43
19,0.047292,98.6200,0.2006,2026-03-26 13:03:53
20,0.044246,98.6900,0.3121,2026-03-26 13:04:03
21,0.056195,98.7000,0.3009,2026-03-26 13:04:14
22,0.105830,98.4300,0.2229,2026-03-26 13:04:24
23,0.066122,98.7400,0.1895,2026-03-26 13:04:34
24,0.048395,98.7000,0.1895,2026-03-26 13:04:44
25,0.044838,98.7700,0.1672,2026-03-26 13:04:55
26,0.044450,98.7400,0.2229,2026-03-26 13:05:05
27,0.052174,98.6800,0.3678,2026-03-26 13:05:15
28,0.096890,98.6000,0.2229,2026-03-26 13:05:25
29,0.062494,98.8000,0.1783,2026-03-26 13:05:35
30,0.048720,98.7300,0.1783,2026-03-26 13:05:45
31,0.048646,98.6600,0.2452,2026-03-26 13:05:56
32,0.055306,98.9100,0.1449,2026-03-26 13:06:06
33,0.058745,98.8500,0.2118,2026-03-26 13:06:16
34,0.043617,98.7700,0.2118,2026-03-26 13:06:26
35,0.055012,98.7400,0.2118,2026-03-26 13:06:36
36,0.045764,98.8500,0.2118,2026-03-26 13:06:46
37,0.041213,98.8100,0.1560,2026-03-26 13:06:56
38,0.040711,98.8700,0.1672,2026-03-26 13:07:06
39,0.041134,98.9100,0.1895,2026-03-26 13:07:16
40,0.050942,98.9000,0.1560,2026-03-26 13:07:26
41,0.118597,98.7000,0.2006,2026-03-26 13:07:36
42,0.044743,98.7600,0.2229,2026-03-26 13:07:46
43,0.042728,98.8700,0.1560,2026-03-26 13:07:56
44,0.041707,98.8800,0.1560,2026-03-26 13:08:06
45,0.039919,98.9800,0.1560,2026-03-26 13:08:16
46,0.040784,98.8900,0.1449,2026-03-26 13:08:26
47,0.037249,98.9500,0.1337,2026-03-26 13:08:36
48,0.038741,98.9700,0.1783,2026-03-26 13:08:46
49,0.037529,98.9900,0.1337,2026-03-26 13:08:56
50,0.035068,98.9800,0.1226,2026-03-26 13:09:06
