round,loss,accuracy,asr,evasion_rate,timestamp
1,2.121741,36.0800,,50.0000,2026-06-07 22:48:21
2,0.954391,66.1700,,0.0000,2026-06-07 22:48:29
3,0.530608,83.5400,,0.0000,2026-06-07 22:48:37
4,0.261810,91.8200,,0.0000,2026-06-07 22:48:45
5,0.202953,93.3200,,0.0000,2026-06-07 22:48:54
6,159.703045,10.3000,,100.0000,2026-06-07 22:49:02
7,1.098721,68.4200,,0.0000,2026-06-07 22:49:11
8,0.363152,89.3000,,0.0000,2026-06-07 22:49:20
9,0.267934,91.7000,,0.0000,2026-06-07 22:49:27
10,0.192470,93.7600,,0.0000,2026-06-07 22:49:36
11,0.185989,93.9000,,0.0000,2026-06-07 22:49:45
12,0.240636,92.0300,,100.0000,2026-06-07 22:49:53
13,0.159380,94.9100,,0.0000,2026-06-07 22:50:01
14,0.139958,95.8500,,0.0000,2026-06-07 22:50:09
15,0.133911,95.7200,,0.0000,2026-06-07 22:50:18
16,0.120317,96.3400,,0.0000,2026-06-07 22:50:27
17,0.099175,96.9400,,0.0000,2026-06-07 22:50:37
18,0.094748,97.0100,,0.0000,2026-06-07 22:50:46
19,0.087654,97.2200,,0.0000,2026-06-07 22:50:54
20,0.087990,97.1500,,,2026-06-07 22:51:02
21,0.115924,96.2400,,100.0000,2026-06-07 22:51:10
22,782.574269,8.9000,,100.0000,2026-06-07 22:51:19
23,1.534876,56.9900,,0.0000,2026-06-07 22:51:28
24,0.522805,84.7800,,0.0000,2026-06-07 22:51:37
25,0.322661,88.5200,,0.0000,2026-06-07 22:51:45
26,0.267264,91.3900,,0.0000,2026-06-07 22:51:54
27,0.236828,92.3600,,0.0000,2026-06-07 22:52:03
28,132.507461,10.3900,,100.0000,2026-06-07 22:52:10
29,1.968494,45.8700,,0.0000,2026-06-07 22:52:17
30,0.600106,82.0700,,0.0000,2026-06-07 22:52:26
