round,loss,accuracy,asr,timestamp
1,1.478024,78.4800,2.5858,2026-03-26 09:30:53
2,1.093779,91.0600,1.1146,2026-03-26 09:31:04
3,0.259898,95.1600,0.6910,2026-03-26 09:31:14
4,0.140076,96.1700,0.4458,2026-03-26 09:31:24
5,0.164039,96.7400,0.4570,2026-03-26 09:31:35
6,0.357360,96.0600,0.6910,2026-03-26 09:31:45
7,0.144953,97.1600,0.4904,2026-03-26 09:31:55
8,0.120840,97.2600,0.3455,2026-03-26 09:32:06
9,0.112726,97.5600,0.3232,2026-03-26 09:32:16
10,0.159384,97.3700,0.3678,2026-03-26 09:32:26
11,0.104278,97.6500,0.3344,2026-03-26 09:32:36
12,0.155468,97.1800,0.2786,2026-03-26 09:32:46
13,0.109577,97.5700,0.3232,2026-03-26 09:32:57
14,0.088864,97.8000,0.3232,2026-03-26 09:33:07
15,0.093615,98.0200,0.2786,2026-03-26 09:33:17
16,0.064621,98.0300,0.2898,2026-03-26 09:33:27
17,0.077896,98.1100,0.3232,2026-03-26 09:33:37
18,0.062752,98.1300,0.3009,2026-03-26 09:33:47
19,0.057301,98.3600,0.3344,2026-03-26 09:33:57
20,0.051297,98.4400,0.3344,2026-03-26 09:34:08
21,0.103626,98.0000,0.3232,2026-03-26 09:34:18
22,0.181886,97.5100,0.2229,2026-03-26 09:34:28
23,0.119114,97.7900,0.2898,2026-03-26 09:34:38
24,0.083864,97.9800,0.2229,2026-03-26 09:34:48
25,0.060312,98.2900,0.2898,2026-03-26 09:34:58
26,0.070961,98.2900,0.2006,2026-03-26 09:35:08
27,0.075780,98.2400,0.3455,2026-03-26 09:35:18
28,0.184157,97.3000,0.2229,2026-03-26 09:35:28
29,0.125612,97.5000,0.3678,2026-03-26 09:35:38
30,0.083765,97.8000,0.3232,2026-03-26 09:35:48
31,0.081848,97.9500,0.3678,2026-03-26 09:35:58
32,0.118109,97.8500,0.2341,2026-03-26 09:36:09
33,0.116152,97.6700,0.1895,2026-03-26 09:36:19
34,0.068524,98.1200,0.2898,2026-03-26 09:36:29
35,0.111273,97.5000,0.3790,2026-03-26 09:36:39
36,0.092972,97.8800,0.2786,2026-03-26 09:36:49
37,0.070047,97.9300,0.3121,2026-03-26 09:36:59
38,0.079858,97.8700,0.3009,2026-03-26 09:37:09
39,0.079820,97.9900,0.2786,2026-03-26 09:37:19
40,0.104474,97.6400,0.2006,2026-03-26 09:37:29
41,0.158220,96.8600,0.3344,2026-03-26 09:37:39
42,0.091484,97.5500,0.3344,2026-03-26 09:37:49
43,0.092518,97.7900,0.4347,2026-03-26 09:37:59
44,0.086487,97.8000,0.2675,2026-03-26 09:38:10
45,0.082948,97.8400,0.2229,2026-03-26 09:38:20
46,0.090071,97.7000,0.2675,2026-03-26 09:38:30
47,0.086854,97.7400,0.2452,2026-03-26 09:38:40
48,0.089275,97.6800,0.3455,2026-03-26 09:38:50
49,0.085156,97.8000,0.4458,2026-03-26 09:39:00
50,0.071404,98.0400,0.2341,2026-03-26 09:39:11
