round,loss,accuracy,asr,timestamp
1,2.280605,22.8800,0.0000,2026-03-26 09:56:37
2,2.210373,10.8400,0.0000,2026-03-26 09:56:47
3,0.765534,80.9200,0.7133,2026-03-26 09:56:57
4,0.371751,90.1600,0.4793,2026-03-26 09:57:07
5,0.411459,93.6100,0.6465,2026-03-26 09:57:18
6,0.582107,92.5200,0.8025,2026-03-26 09:57:29
7,0.302797,94.0100,0.4235,2026-03-26 09:57:40
8,0.231298,95.4300,0.3567,2026-03-26 09:57:51
9,0.208555,95.6700,0.3344,2026-03-26 09:58:00
10,0.316507,94.6800,0.2786,2026-03-26 09:58:11
11,0.217735,94.9600,0.1783,2026-03-26 09:58:22
12,0.268272,94.7800,0.2786,2026-03-26 09:58:32
13,0.233450,95.6800,0.5016,2026-03-26 09:58:42
14,0.194571,96.1500,0.3901,2026-03-26 09:58:52
15,0.153095,96.4200,0.3009,2026-03-26 09:59:03
16,0.144186,96.4900,0.3567,2026-03-26 09:59:15
17,0.115476,96.9000,0.4681,2026-03-26 09:59:27
18,0.101683,97.3100,0.2118,2026-03-26 09:59:38
19,0.087799,97.6500,0.2229,2026-03-26 09:59:48
20,0.088402,97.3700,0.5239,2026-03-26 09:59:58
21,0.138428,97.1300,0.3009,2026-03-26 10:00:08
22,0.177234,96.8600,0.4347,2026-03-26 10:00:19
23,0.165467,96.8300,0.3567,2026-03-26 10:00:31
24,0.162469,96.3900,0.2118,2026-03-26 10:00:42
25,0.091395,97.4900,0.3901,2026-03-26 10:00:52
26,0.161881,96.4400,0.1672,2026-03-26 10:01:02
27,0.139554,97.1700,0.4904,2026-03-26 10:01:13
28,0.283571,95.6300,0.1672,2026-03-26 10:01:22
29,0.198218,95.1800,0.1115,2026-03-26 10:01:32
30,0.133057,96.8500,0.4012,2026-03-26 10:01:42
31,0.134010,96.6400,0.2564,2026-03-26 10:01:52
32,0.180203,95.9200,0.6130,2026-03-26 10:02:02
33,0.253775,94.8000,0.1560,2026-03-26 10:02:12
34,0.098671,97.2000,0.4904,2026-03-26 10:02:23
35,0.137267,96.7900,0.4570,2026-03-26 10:02:32
36,0.150276,96.8000,0.3232,2026-03-26 10:02:42
37,0.099565,97.2800,0.3678,2026-03-26 10:02:51
38,0.124483,96.7900,0.4793,2026-03-26 10:03:02
39,0.106870,97.3500,0.3009,2026-03-26 10:03:12
40,0.133226,96.8000,0.2006,2026-03-26 10:03:21
41,0.218238,96.5200,0.4347,2026-03-26 10:03:32
42,0.115110,96.9500,0.3901,2026-03-26 10:03:42
43,0.143086,96.5500,0.2341,2026-03-26 10:03:52
44,0.117877,97.0100,0.3678,2026-03-26 10:04:01
45,0.120726,97.1000,0.3009,2026-03-26 10:04:11
46,0.123313,97.0500,0.5127,2026-03-26 10:04:22
47,0.120296,96.7000,0.2006,2026-03-26 10:04:31
48,0.146274,96.6200,0.1895,2026-03-26 10:04:42
49,0.139887,96.6700,0.2452,2026-03-26 10:04:53
50,0.110525,97.1700,0.3344,2026-03-26 10:05:03
