round,loss,accuracy,asr,timestamp
1,2.989114,6.3700,29.3246,2026-03-26 10:49:38
2,14.006215,2.6300,26.3932,2026-03-26 10:49:48
3,2.461483,12.1600,31.6540,2026-03-26 10:49:58
4,2.367133,10.0700,97.4476,2026-03-26 10:50:07
5,4.671792,9.2800,0.0000,2026-03-26 10:50:19
6,27.845046,10.5500,36.2127,2026-03-26 10:50:30
7,24.992423,7.9400,1.3932,2026-03-26 10:50:41
8,8.066076,10.7900,3.4106,2026-03-26 10:50:52
9,3.894557,7.4000,41.7744,2026-03-26 10:51:02
10,10.891742,12.2800,0.2898,2026-03-26 10:51:13
11,11.736343,5.6500,2.9425,2026-03-26 10:51:24
12,55.870678,12.5900,0.0334,2026-03-26 10:51:34
13,53.885566,4.5500,39.0325,2026-03-26 10:51:45
14,287.968816,10.2800,100.0000,2026-03-26 10:51:56
15,17.739193,8.6900,65.1806,2026-03-26 10:52:08
16,8.495890,10.5600,9.8640,2026-03-26 10:52:20
17,2.564538,9.7200,0.0111,2026-03-26 10:52:33
18,2.331145,10.0900,1.3598,2026-03-26 10:52:45
19,2.289699,12.5100,0.0000,2026-03-26 10:52:57
20,1.068252,67.2000,5.3277,2026-03-26 10:53:07
21,2.363009,10.2200,0.3344,2026-03-26 10:53:19
22,41.332030,10.0200,13.2858,2026-03-26 10:53:32
23,260.435643,10.4200,0.0000,2026-03-26 10:53:46
24,149.330478,5.9400,0.0000,2026-03-26 10:53:59
25,2.345262,10.1100,0.0000,2026-03-26 10:54:08
26,3.584272,10.4700,0.0000,2026-03-26 10:54:19
27,14.444226,11.4800,0.0111,2026-03-26 10:54:30
28,503.109139,9.7400,0.1115,2026-03-26 10:54:39
29,47.046754,10.3400,0.2341,2026-03-26 10:54:48
30,28.522798,13.3900,0.0000,2026-03-26 10:54:58
31,115.107564,10.0900,0.0000,2026-03-26 10:55:09
32,17.539982,11.4400,0.0446,2026-03-26 10:55:19
33,446.780324,8.3300,0.0000,2026-03-26 10:55:29
34,4.712004,14.1200,5.7066,2026-03-26 10:55:39
35,37.232594,7.7500,0.0000,2026-03-26 10:55:49
36,287.366533,9.8000,0.0000,2026-03-26 10:55:59
37,2.661555,10.0900,0.0000,2026-03-26 10:56:08
38,2.952604,11.3500,0.0000,2026-03-26 10:56:19
39,3.601496,9.8000,0.0000,2026-03-26 10:56:29
40,2.676061,10.1000,0.0000,2026-03-26 10:56:38
41,9.793709,10.2800,100.0000,2026-03-26 10:56:48
42,5.170748,10.0900,0.0000,2026-03-26 10:56:59
43,5.428490,9.8200,0.0000,2026-03-26 10:57:08
44,3.023832,9.5900,0.0000,2026-03-26 10:57:17
45,4.191628,10.2800,100.0000,2026-03-26 10:57:28
46,5.992169,11.3500,0.0000,2026-03-26 10:57:39
47,3.405975,9.8200,0.0000,2026-03-26 10:57:47
48,7.493219,10.2800,100.0000,2026-03-26 10:57:58
49,9.804661,10.0900,0.0000,2026-03-26 10:58:09
50,4.059641,9.5800,0.0000,2026-03-26 10:58:20
