round,loss,accuracy,asr,evasion_rate,timestamp
1,1.381255,56.2000,19.6166,50.0000,2026-06-08 00:39:02
2,0.527804,83.5500,1.2149,0.0000,2026-06-08 00:39:11
3,0.402203,86.2100,2.6416,33.3333,2026-06-08 00:39:21
4,0.154048,95.7700,0.8805,0.0000,2026-06-08 00:39:31
5,0.126711,96.0800,0.4124,0.0000,2026-06-08 00:39:41
6,0.186331,95.8300,2.2626,100.0000,2026-06-08 00:39:51
7,0.084976,97.4300,0.3344,0.0000,2026-06-08 00:40:01
8,0.080523,97.2400,0.3009,0.0000,2026-06-08 00:40:11
9,0.088410,97.3600,0.5016,100.0000,2026-06-08 00:40:20
10,0.068176,97.7500,0.3121,0.0000,2026-06-08 00:40:29
11,0.084267,97.8000,0.8805,100.0000,2026-06-08 00:40:40
12,0.064244,97.9500,0.3344,0.0000,2026-06-08 00:40:50
13,0.069377,97.6900,0.4235,66.6667,2026-06-08 00:40:59
14,0.060101,97.8800,0.2564,0.0000,2026-06-08 00:41:09
15,0.071608,97.9000,0.6465,100.0000,2026-06-08 00:41:18
16,0.051614,98.3000,0.3455,0.0000,2026-06-08 00:41:29
17,0.049822,98.4100,0.3344,100.0000,2026-06-08 00:41:39
18,0.056818,98.0900,0.5016,100.0000,2026-06-08 00:41:48
19,0.440745,86.6800,100.0000,100.0000,2026-06-08 00:41:58
20,0.099194,97.2300,86.5916,0.0000,2026-06-08 00:42:09
21,0.061969,97.9700,76.3041,100.0000,2026-06-08 00:42:18
22,0.054315,98.2200,74.4093,50.0000,2026-06-08 00:42:27
23,0.057953,98.0400,72.1690,50.0000,2026-06-08 00:42:38
24,0.057209,98.2400,98.5510,100.0000,2026-06-08 00:42:48
25,0.046639,98.5300,92.8110,0.0000,2026-06-08 00:42:57
26,0.045832,98.4500,87.3161,0.0000,2026-06-08 00:43:06
27,0.046419,98.4200,89.5453,100.0000,2026-06-08 00:43:15
28,0.048237,98.3200,93.1230,100.0000,2026-06-08 00:43:23
29,0.052679,98.3700,98.9189,100.0000,2026-06-08 00:43:34
30,0.042584,98.4900,97.0575,0.0000,2026-06-08 00:43:44
