round,loss,accuracy,asr,evasion_rate,timestamp
1,3.020909,45.0400,0.0000,0.0000,2026-06-06 23:26:43
2,1.029460,71.2900,3.9456,0.0000,2026-06-06 23:26:52
3,0.903246,80.0600,1.1815,0.0000,2026-06-06 23:27:00
4,0.986462,79.7500,0.6465,0.0000,2026-06-06 23:27:09
5,0.649304,83.4000,0.3901,0.0000,2026-06-06 23:27:20
6,0.676261,80.6200,10.8671,25.0000,2026-06-06 23:27:29
7,0.694751,79.1200,1.0811,0.0000,2026-06-06 23:27:39
8,0.686093,82.2100,0.6799,0.0000,2026-06-06 23:27:49
9,0.500720,84.8300,1.2260,0.0000,2026-06-06 23:27:58
10,0.550658,81.9100,2.5858,0.0000,2026-06-06 23:28:07
11,0.381151,86.8000,1.2818,0.0000,2026-06-06 23:28:17
12,0.383450,87.2400,1.4490,0.0000,2026-06-06 23:28:26
13,0.439625,85.9100,4.3691,0.0000,2026-06-06 23:28:35
14,0.728920,82.0200,0.5127,0.0000,2026-06-06 23:28:45
15,0.513115,85.5900,0.2118,0.0000,2026-06-06 23:28:55
16,0.463949,86.4300,0.4458,0.0000,2026-06-06 23:29:05
17,0.635728,81.7100,0.2786,0.0000,2026-06-06 23:29:16
18,0.500209,84.0900,0.1895,0.0000,2026-06-06 23:29:26
19,0.365168,87.7300,0.3790,0.0000,2026-06-06 23:29:35
20,0.366215,89.0000,0.7133,,2026-06-06 23:29:44
