round,loss,accuracy,asr,timestamp
1,1.677539,52.0900,14.9576,2026-03-26 14:09:46
2,0.520594,84.6100,0.9028,2026-03-26 14:09:55
3,0.304168,91.4200,1.5047,2026-03-26 14:10:05
4,0.205891,94.7100,0.5907,2026-03-26 14:10:15
5,0.150872,96.1100,0.4012,2026-03-26 14:10:26
6,0.151336,96.2100,1.0923,2026-03-26 14:10:37
7,0.124558,96.3300,0.3344,2026-03-26 14:10:47
8,0.102131,97.0800,0.3009,2026-03-26 14:10:58
9,0.113704,96.6200,0.4458,2026-03-26 14:11:08
10,0.092404,97.3500,0.2006,2026-03-26 14:11:18
11,0.094447,97.1100,0.2229,2026-03-26 14:11:29
12,0.093894,97.0900,0.2452,2026-03-26 14:11:39
13,0.085471,97.5600,0.3678,2026-03-26 14:11:49
14,0.078125,97.5900,0.2564,2026-03-26 14:11:59
15,0.075127,97.9300,0.2675,2026-03-26 14:12:10
16,0.070814,97.8500,0.2341,2026-03-26 14:12:21
17,0.079629,97.9200,0.4012,2026-03-26 14:12:33
18,0.067653,97.9700,0.2341,2026-03-26 14:12:44
19,0.060797,98.1700,0.2564,2026-03-26 14:12:55
20,0.062234,98.0800,0.2898,2026-03-26 14:13:04
21,0.071347,98.1900,0.4570,2026-03-26 14:13:15
22,0.061418,98.3500,0.4124,2026-03-26 14:13:25
23,0.051872,98.5900,0.2564,2026-03-26 14:13:37
24,0.057671,98.4500,0.1895,2026-03-26 14:13:48
25,0.056053,98.3400,0.3232,2026-03-26 14:13:58
26,0.053517,98.4700,0.1337,2026-03-26 14:14:08
27,0.047186,98.7400,0.2006,2026-03-26 14:14:19
28,0.052245,98.6400,0.2118,2026-03-26 14:14:29
29,0.054911,98.3600,0.2229,2026-03-26 14:14:38
30,0.050577,98.4300,0.3232,2026-03-26 14:14:49
31,0.051009,98.5400,0.2006,2026-03-26 14:14:59
32,0.048784,98.5100,0.2452,2026-03-26 14:15:09
33,0.047899,98.4700,0.2006,2026-03-26 14:15:19
34,0.043666,98.6200,0.3790,2026-03-26 14:15:30
35,0.047431,98.5900,0.3232,2026-03-26 14:15:39
36,0.041565,98.7800,0.2452,2026-03-26 14:15:50
37,0.047568,98.6100,0.2118,2026-03-26 14:15:59
38,0.044096,98.6900,0.1672,2026-03-26 14:16:09
39,0.042127,98.7700,0.2341,2026-03-26 14:16:19
40,0.043172,98.8000,0.1560,2026-03-26 14:16:29
41,0.042913,98.8000,0.2006,2026-03-26 14:16:39
42,0.041131,98.7400,0.1560,2026-03-26 14:16:49
43,0.041043,98.7100,0.1672,2026-03-26 14:16:59
44,0.039735,98.7600,0.2006,2026-03-26 14:17:08
45,0.038617,98.8500,0.1672,2026-03-26 14:17:18
46,0.041207,98.6600,0.3567,2026-03-26 14:17:29
47,0.040057,98.8300,0.1560,2026-03-26 14:17:38
48,0.041542,98.7600,0.1449,2026-03-26 14:17:48
49,0.039301,98.8400,0.2341,2026-03-26 14:17:59
50,0.038736,98.7900,0.1560,2026-03-26 14:18:10
