round,loss,accuracy,asr,evasion_rate,timestamp
1,1.575760,61.8100,,0.0000,2026-06-07 23:41:17
2,0.472153,86.6700,,0.0000,2026-06-07 23:41:24
3,0.227310,93.4200,,0.0000,2026-06-07 23:41:32
4,0.172251,94.8800,,0.0000,2026-06-07 23:41:40
5,0.142530,95.6100,,0.0000,2026-06-07 23:41:48
6,0.125273,96.0000,,33.3333,2026-06-07 23:41:56
7,0.106377,96.5400,,,2026-06-07 23:42:03
8,0.095837,96.9000,,0.0000,2026-06-07 23:42:13
9,0.083288,97.4000,,0.0000,2026-06-07 23:42:22
10,0.084747,97.3200,,0.0000,2026-06-07 23:42:29
11,0.071797,97.6600,,0.0000,2026-06-07 23:42:38
12,0.071403,97.7600,,,2026-06-07 23:42:46
13,0.072222,97.5800,,0.0000,2026-06-07 23:42:54
14,0.066345,97.8400,,0.0000,2026-06-07 23:43:02
15,0.077674,97.4900,,100.0000,2026-06-07 23:43:10
16,0.097759,96.8700,,100.0000,2026-06-07 23:43:19
17,0.120192,96.3400,,100.0000,2026-06-07 23:43:27
18,0.074376,97.5700,,0.0000,2026-06-07 23:43:35
19,0.069285,97.6900,,0.0000,2026-06-07 23:43:44
20,0.065467,97.8900,,0.0000,2026-06-07 23:43:52
21,0.064745,97.9900,,0.0000,2026-06-07 23:44:01
22,0.056240,98.3800,,0.0000,2026-06-07 23:44:10
23,78.965652,10.2800,,100.0000,2026-06-07 23:44:19
24,1.782340,45.5900,,0.0000,2026-06-07 23:44:27
25,0.524052,85.9900,,0.0000,2026-06-07 23:44:34
26,0.310175,91.3800,,0.0000,2026-06-07 23:44:42
27,0.211849,93.7900,,0.0000,2026-06-07 23:44:51
28,0.197854,94.0300,,33.3333,2026-06-07 23:44:58
29,0.166272,94.8300,,0.0000,2026-06-07 23:45:06
30,0.154824,95.2200,,0.0000,2026-06-07 23:45:14
